,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Younghoe Koo(ATL),5,5,100.0,54,0,1,3,0,1,4,4,1,21.0,21.0,40.9%
1,2,Graham Gano(NYG),4,4,100.0,49,0,0,2,2,0,1,1,1,15.0,15.0,31.4%
2,3,Robbie Gould(SF),3,4,75.0,46,0,0,0,3,0,2,2,1,14.0,14.0,22.5%
3,4,Jason Myers(SEA),3,3,100.0,44,0,0,2,1,0,2,2,1,12.0,12.0,22.1%
4,5,Jason Sanders(MIA),2,2,100.0,54,0,0,0,0,2,2,2,1,12.0,12.0,22.6%
5,6,Tyler Bass(BUF),2,2,100.0,45,0,0,0,2,0,3,3,1,11.0,11.0,84.8%
6,7,Dustin Hopkins(LAC),2,2,100.0,36,0,1,1,0,0,5,5,1,11.0,11.0,14.5%
7,8,Joey Slye(WAS),2,4,50.0,40,0,1,0,1,0,3,3,1,10.0,10.0,1.6%
8,9,Ka'imi Fairbairn(HOU),2,2,100.0,42,0,1,0,1,0,3,4,1,10.0,10.0,0.8%
9,10,Greg Zuerlein(DAL),3,3,100.0,33,0,1,2,0,0,1,1,1,10.0,10.0,74.2%
10,11,Nick Folk(NE),2,2,100.0,50,0,1,0,0,1,2,2,1,10.0,10.0,81.8%
11,12,Dan Bailey(FA),2,2,100.0,53,0,1,0,0,1,2,2,1,10.0,10.0,0.0%
12,13,Stephen Gostkowski(FA),1,1,100.0,49,0,0,0,1,0,6,6,1,10.0,10.0,0.1%
13,14,Cody Parkey(FA),2,2,100.0,45,0,1,0,1,0,3,3,1,10.0,10.0,0.4%
14,15,Matt Gay(LAR),2,2,100.0,48,0,0,0,2,0,2,2,1,10.0,10.0,89.8%
15,16,Aldrick Rosas(FA),2,3,66.7,54,0,1,0,0,1,1,1,1,9.0,9.0,1.8%
16,17,Harrison Butker(KC),2,2,100.0,29,1,1,0,0,0,3,3,1,9.0,9.0,76.6%
17,18,Wil Lutz(NO),1,1,100.0,40,0,0,0,1,0,4,4,1,8.0,8.0,3.3%
18,19,Chris Boswell(PIT),2,2,100.0,27,0,2,0,0,0,1,2,1,7.0,7.0,51.0%
19,20,Daniel Carlson(LV),2,2,100.0,29,0,2,0,0,0,0,0,1,6.0,6.0,74.3%
20,21,Randy Bullock(TEN),1,1,100.0,44,0,0,0,1,0,2,2,1,6.0,6.0,10.8%
