,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Graham Gano(NYG),5,5,100.0,55,0,1,1,1,2,2,2,1,22.0,22.0,31.4%
1,2,Daniel Carlson(LV),4,4,100.0,46,0,0,1,3,0,2,2,1,17.0,17.0,74.3%
2,3,Nick Folk(NE),4,4,100.0,49,0,1,1,2,0,1,2,1,15.0,15.0,81.8%
3,4,Randy Bullock(TEN),4,5,80.0,36,0,1,3,0,0,3,3,1,15.0,15.0,10.8%
4,5,Dustin Hopkins(LAC),3,3,100.0,49,0,0,1,2,0,3,3,1,14.0,14.0,14.5%
5,6,Greg Joseph(MIN),2,3,66.7,52,0,0,0,0,2,3,4,1,13.0,13.0,69.1%
6,7,Brandon McManus(DEN),3,3,100.0,46,0,0,1,2,0,2,2,1,13.0,13.0,44.3%
7,8,Matt Prater(ARI),2,2,100.0,62,0,1,0,0,1,4,4,1,12.0,12.0,52.8%
8,9,Rodrigo Blankenship(IND),3,3,100.0,48,0,0,1,2,0,1,1,1,12.0,12.0,4.1%
9,10,Greg Zuerlein(DAL),2,2,100.0,56,0,0,1,0,1,2,2,1,10.0,10.0,74.2%
10,11,Tristan Vizcaino(FA),3,4,75.0,46,0,1,1,1,0,0,0,1,10.0,10.0,0.8%
11,12,Zane Gonzalez(CAR),2,3,66.7,42,0,1,0,1,0,2,3,1,9.0,9.0,2.6%
12,13,Matt Gay(LAR),2,2,100.0,38,0,0,2,0,0,3,3,1,9.0,9.0,89.8%
13,14,Cairo Santos(CHI),2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,2.1%
14,15,Justin Tucker(BAL),1,1,100.0,43,0,0,0,1,0,3,3,1,7.0,7.0,98.0%
15,16,Chris Boswell(PIT),1,1,100.0,56,0,0,0,0,1,2,2,1,7.0,7.0,51.0%
16,17,Chase McLaughlin(CLE),1,1,100.0,30,0,0,1,0,0,4,4,1,7.0,7.0,7.1%
17,18,Evan McPherson(CIN),1,1,100.0,53,0,0,0,0,1,2,2,1,7.0,7.0,34.2%
18,19,Austin Seibert(DET),1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,0.1%
19,20,Matt Ammendola(NYJ),2,3,66.7,35,0,1,1,0,0,0,0,1,6.0,6.0,0.1%
20,21,Ryan Succop(TB),0,0,0,0,0,0,0,0,0,6,7,1,6.0,6.0,57.4%
21,22,Robbie Gould(SF),1,1,100.0,46,0,0,0,1,0,2,2,1,6.0,6.0,22.5%
22,23,Jason Myers(SEA),1,1,100.0,31,0,0,1,0,0,3,4,1,6.0,6.0,22.1%
23,24,Mason Crosby(GB),0,0,0,0,0,0,0,0,0,5,5,1,5.0,5.0,40.7%
24,25,Tyler Bass(BUF),0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,84.8%
25,26,Harrison Butker(KC),0,0,0,0,0,0,0,0,0,5,5,1,5.0,5.0,76.6%
26,27,Younghoe Koo(ATL),1,1,100.0,36,0,0,1,0,0,2,2,1,5.0,5.0,40.9%
27,28,Jake Elliott(PHI),1,2,50.0,45,0,0,0,1,0,0,0,1,4.0,4.0,22.5%
28,29,Joey Slye(WAS),0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.6%
29,30,Aldrick Rosas(FA),0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.8%
30,31,Josh Lambo(FA),0,2,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,3.2%
31,32,Sam Ficken(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
32,33,Jason Sanders(MIA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,22.6%
33,34,Brian Johnson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
34,35,Eddy Pineiro(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
35,36,Michael Badgley(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9%
36,37,Ryan Santoso(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
37,38,Chris Naggar(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
38,39,Ty Long(LAC),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%
39,40,Chris Blewitt(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
40,41,Ka'imi Fairbairn(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
41,42,Wil Lutz(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3%
42,43,Quinn Nordin(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
43,44,Jose Borregales(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
44,45,Matthew Wright(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
45,46,Alex Kessman(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
46,47,Cameron Nizialek(PIT),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
47,48,Jake Verity(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
48,49,JJ Molson(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
49,50,Sam Sloman(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,51,Riley Patterson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
51,52,Lirim Hajrullahu(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
52,53,Austin MacGinnis(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
53,54,Michael Palardy(MIA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%
54,55,Parker Douglass(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
55,56,Piotr Czech(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
56,57,Steven Weatherford(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
57,58,Zac Derr(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
58,59,Ricky Schmit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
59,60,Andrew Wellock(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
60,61,Carlos Martinez(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,62,Garrett Rivas(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
62,63,Jason Reda(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,64,MacKenzie Hoambrecker(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
64,65,Mark Hickok(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
65,66,Brett Maher(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9%
66,67,Giorgio Tavecchio(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%
67,68,Andrew Jacas(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
68,69,Sergio Castillo(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,70,Saverio Rocca(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
70,71,Garrett Lindholm(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
71,72,Connor Hughes(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
72,73,Clint Stitser(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
73,74,Kai Forbath(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0%
