,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Harrison Butker(KC),5,5,100.0,49,0,0,2,3,0,3,3,1,21.0,21.0,76.6%
1,2,Adam Vinatieri(FA),4,4,100.0,52,0,1,1,0,2,2,2,1,18.0,18.0,0.2%
2,3,Stephen Gostkowski(FA),4,4,100.0,48,0,2,0,2,0,1,1,1,15.0,15.0,0.1%
3,4,Justin Tucker(BAL),3,3,100.0,44,0,2,0,1,0,3,3,1,13.0,13.0,98.0%
4,5,Robbie Gould(SF),3,3,100.0,43,0,1,0,2,0,2,2,1,13.0,13.0,22.5%
5,6,Blair Walsh(FA),3,3,100.0,49,0,0,1,2,0,1,1,1,12.0,12.0,0.1%
6,7,Jake Elliott(PHI),2,2,100.0,36,0,1,1,0,0,4,4,1,10.0,10.0,22.5%
7,8,Stephen Hauschka(FA),3,3,100.0,38,0,1,2,0,0,1,1,1,10.0,10.0,0.0%
8,9,Graham Gano(NYG),2,3,66.7,44,0,1,0,1,0,3,3,1,10.0,10.0,31.4%
9,10,Chris Boswell(PIT),3,3,100.0,34,0,2,1,0,0,0,0,1,9.0,9.0,51.0%
10,11,Nick Novak(FA),2,2,100.0,31,0,1,1,0,0,3,3,1,9.0,9.0,0.1%
11,12,Dan Bailey(FA),1,1,100.0,43,0,0,0,1,0,4,4,1,8.0,8.0,0.0%
12,13,Kai Forbath(LAR),2,2,100.0,26,0,2,0,0,0,2,2,1,8.0,8.0,3.0%
13,14,Randy Bullock(TEN),2,2,100.0,30,0,1,1,0,0,2,2,1,8.0,8.0,10.8%
14,15,Chandler Catanzaro(FA),1,1,100.0,57,0,0,0,0,1,2,2,1,7.0,7.0,0.0%
15,16,Jason Myers(SEA),1,1,100.0,47,0,0,0,1,0,3,4,1,7.0,7.0,22.1%
16,17,Matt Prater(ARI),1,1,100.0,30,0,0,1,0,0,3,3,1,6.0,6.0,52.8%
17,18,Ryan Succop(TB),1,1,100.0,45,0,0,0,1,0,1,1,1,5.0,5.0,57.4%
18,19,Giorgio Tavecchio(TEN),1,1,100.0,32,0,0,1,0,0,2,2,1,5.0,5.0,1.0%
19,20,Cody Parkey(FA),1,1,100.0,41,0,0,0,1,0,1,2,1,5.0,5.0,0.4%
