,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Ryan Succop(TB),5,5,100.0,48,0,1,1,3,0,3,3,1,21.0,21.0,57.4%
1,2,Aldrick Rosas(FA),3,4,75.0,51,0,1,0,1,1,2,2,1,14.0,14.0,1.8%
2,3,Kai Forbath(LAR),3,3,100.0,53,0,0,2,0,1,2,2,1,13.0,13.0,3.0%
3,4,Adam Vinatieri(FA),3,3,100.0,52,0,1,1,0,1,1,2,1,12.0,12.0,0.2%
4,5,Justin Tucker(BAL),3,3,100.0,50,0,1,1,0,1,1,1,1,12.0,12.0,98.0%
5,6,Graham Gano(NYG),3,3,100.0,46,0,1,1,1,0,2,2,1,12.0,12.0,31.4%
6,7,Wil Lutz(NO),1,1,100.0,41,0,0,0,1,0,7,7,1,11.0,11.0,3.3%
7,8,Jake Elliott(PHI),2,2,100.0,50,0,0,0,1,1,2,2,1,11.0,11.0,22.5%
8,9,Greg Zuerlein(DAL),2,2,100.0,56,0,1,0,0,1,3,3,1,11.0,11.0,74.2%
9,10,Connor Barth(FA),2,2,100.0,40,0,1,0,1,0,3,3,1,10.0,10.0,0.0%
10,11,Matt Prater(ARI),1,2,50.0,41,0,0,0,1,0,5,5,1,9.0,9.0,52.8%
11,12,Dustin Hopkins(LAC),2,2,100.0,48,0,1,0,1,0,2,3,1,9.0,9.0,14.5%
12,13,Cody Parkey(FA),2,2,100.0,49,0,0,1,1,0,2,2,1,9.0,9.0,0.4%
13,14,Robbie Gould(SF),1,2,50.0,52,0,0,0,0,1,3,3,1,8.0,8.0,22.5%
14,15,Phil Dawson(FA),1,1,100.0,28,0,1,0,0,0,5,5,1,8.0,8.0,0.1%
15,16,Harrison Butker(KC),2,2,100.0,46,0,0,1,1,0,1,1,1,8.0,8.0,76.6%
16,17,Matt Bryant(FA),1,2,50.0,50,0,0,0,0,1,2,2,1,7.0,7.0,1.1%
17,18,Zane Gonzalez(CAR),1,1,100.0,41,0,0,0,1,0,2,2,1,6.0,6.0,2.6%
18,19,Ka'imi Fairbairn(HOU),1,1,100.0,40,0,0,0,1,0,2,3,1,6.0,6.0,0.8%
19,20,Stephen Gostkowski(FA),1,2,50.0,28,0,1,0,0,0,3,3,1,6.0,6.0,0.1%
20,21,Jason Myers(SEA),1,3,33.3,41,0,0,0,1,0,2,2,1,6.0,6.0,22.1%
21,22,Nick Novak(FA),1,2,50.0,32,0,0,1,0,0,2,2,1,5.0,5.0,0.1%
22,23,Chandler Catanzaro(FA),1,1,100.0,28,0,1,0,0,0,2,2,1,5.0,5.0,0.0%
23,24,Chris Boswell(PIT),1,1,100.0,24,0,1,0,0,0,2,2,1,5.0,5.0,51.0%
24,25,Giorgio Tavecchio(TEN),1,1,100.0,44,0,0,0,1,0,1,2,1,5.0,5.0,1.0%
25,26,Brandon McManus(DEN),1,3,33.3,28,0,1,0,0,0,1,1,1,4.0,4.0,44.3%
26,27,Mason Crosby(GB),1,1,100.0,26,0,1,0,0,0,1,1,1,4.0,4.0,40.7%
27,28,Patrick Murray(FA),0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0%
28,29,Daniel Carlson(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3%
29,30,Brian Johnson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
30,31,Jason Sanders(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6%
31,32,Eddy Pineiro(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
32,33,Chris Naggar(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
33,34,Younghoe Koo(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9%
34,35,Greg Joseph(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.1%
35,36,Michael Badgley(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9%
36,37,Ryan Santoso(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
37,38,Matt Gay(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8%
38,39,Chris Blewitt(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
39,40,Sam Ficken(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
40,41,Ty Long(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
41,42,Austin Seibert(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
42,43,Matthew Wright(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
43,44,Jose Borregales(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
44,45,Alex Kessman(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
45,46,Riley Patterson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
46,47,Evan McPherson(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2%
47,48,JJ Molson(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
48,49,Joey Slye(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6%
49,50,Chase McLaughlin(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1%
50,51,Cameron Nizialek(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
51,52,Rodrigo Blankenship(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1%
52,53,Jake Verity(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
53,54,Tyler Bass(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8%
54,55,Sam Sloman(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
55,56,Matt Ammendola(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
56,57,Lirim Hajrullahu(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
57,58,Austin MacGinnis(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
58,59,Quinn Nordin(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
59,60,Parker Douglass(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
60,61,Piotr Czech(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,62,Steven Weatherford(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
62,63,Zac Derr(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,64,Ricky Schmit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
64,65,Nick Folk(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.8%
65,66,Andrew Wellock(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,67,Carlos Martinez(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
67,68,Garrett Rivas(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
68,69,Jason Reda(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,70,MacKenzie Hoambrecker(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
70,71,Mark Hickok(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
71,72,Brett Maher(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9%
72,73,Andrew Jacas(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
73,74,Cairo Santos(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1%
