,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Wil Lutz(NO),3,3,100.0,49,0,1,0,2,0,4,4,1,15.0,15.0,3.3%
1,2,Matt Prater(ARI),4,4,100.0,38,0,1,3,0,0,2,2,1,14.0,14.0,52.8%
2,3,Justin Tucker(BAL),2,3,66.7,52,0,0,0,0,2,3,3,1,13.0,13.0,98.0%
3,4,Cody Parkey(FA),3,4,75.0,43,0,1,0,2,0,1,1,1,12.0,12.0,0.4%
4,5,Ka'imi Fairbairn(HOU),3,3,100.0,54,0,2,0,0,1,1,1,1,12.0,12.0,0.8%
5,6,Stephen Hauschka(FA),2,2,100.0,50,0,0,1,0,1,3,3,1,11.0,11.0,0.0%
6,7,Mike Nugent(FA),2,2,100.0,52,0,1,0,0,1,2,2,1,10.0,10.0,1.0%
7,8,Aldrick Rosas(FA),2,2,100.0,44,0,0,1,1,0,3,3,1,10.0,10.0,1.8%
8,9,Adam Vinatieri(FA),3,3,100.0,35,0,1,2,0,0,1,1,1,10.0,10.0,0.2%
9,10,Brett Maher(NO),2,2,100.0,50,0,0,1,0,1,1,1,1,9.0,9.0,1.9%
10,11,Chandler Catanzaro(FA),2,2,100.0,28,0,2,0,0,0,3,3,1,9.0,9.0,0.0%
11,12,Ryan Succop(TB),3,4,75.0,39,0,1,2,0,0,0,0,1,9.0,9.0,57.4%
12,13,Jake Elliott(PHI),2,3,66.7,33,0,1,1,0,0,2,2,1,8.0,8.0,22.5%
13,14,Harrison Butker(KC),1,1,100.0,37,0,0,1,0,0,5,5,1,8.0,8.0,76.6%
14,15,Greg Joseph(MIN),2,2,100.0,45,0,1,0,1,0,1,1,1,8.0,8.0,69.1%
15,16,Graham Gano(NYG),1,1,100.0,40,0,0,0,1,0,4,4,1,8.0,8.0,31.4%
16,17,Dustin Hopkins(LAC),1,1,100.0,35,0,0,1,0,0,4,4,1,7.0,7.0,14.5%
17,18,Sebastian Janikowski(FA),1,1,100.0,47,0,0,0,1,0,3,3,1,7.0,7.0,20.0%
18,19,Robbie Gould(SF),2,2,100.0,39,0,0,2,0,0,1,2,1,7.0,7.0,22.5%
19,20,Josh Lambo(FA),2,2,100.0,46,0,0,1,1,0,0,0,1,7.0,7.0,3.2%
20,21,Mason Crosby(GB),1,1,100.0,41,0,0,0,1,0,2,2,1,6.0,6.0,40.7%
21,22,Chris Boswell(PIT),1,2,50.0,38,0,0,1,0,0,3,4,1,6.0,6.0,51.0%
22,23,Sam Ficken(TEN),0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.1%
23,24,Caleb Sturgis(FA),1,1,100.0,26,0,1,0,0,0,2,3,1,5.0,5.0,0.0%
24,25,Jason Myers(SEA),1,1,100.0,28,0,1,0,0,0,2,2,1,5.0,5.0,22.1%
25,26,Jason Sanders(MIA),0,0,0,0,0,0,0,0,0,4,4,1,4.0,4.0,22.6%
26,27,Stephen Gostkowski(FA),1,1,100.0,36,0,0,1,0,0,1,1,1,4.0,4.0,0.1%
27,28,Matt Bryant(FA),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.1%
28,29,Randy Bullock(TEN),0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,10.8%
29,30,Brandon McManus(DEN),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,44.3%
30,31,Phil Dawson(FA),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1%
31,32,Chris Naggar(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
32,33,Quinn Nordin(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
33,34,Zane Gonzalez(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6%
34,35,Jose Borregales(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
35,36,Alex Kessman(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
36,37,Younghoe Koo(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9%
37,38,Daniel Carlson(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3%
38,39,Eddy Pineiro(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
39,40,Riley Patterson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
40,41,Michael Badgley(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9%
41,42,Ryan Santoso(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
42,43,Matt Gay(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8%
43,44,Chris Blewitt(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
44,45,Brian Johnson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
45,46,Ty Long(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
46,47,Matthew Wright(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
47,48,Evan McPherson(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2%
48,49,Austin Seibert(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
49,50,Joey Slye(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6%
50,51,Chase McLaughlin(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1%
51,52,Cameron Nizialek(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
52,53,Rodrigo Blankenship(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1%
53,54,Tyler Bass(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8%
54,55,JJ Molson(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
55,56,Sam Sloman(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
56,57,Matt Ammendola(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
57,58,Lirim Hajrullahu(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
58,59,Austin MacGinnis(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
59,60,Jake Verity(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
60,61,Steven Weatherford(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,62,Parker Douglass(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
62,63,Piotr Czech(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,64,Zac Derr(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
64,65,Ricky Schmit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
65,66,Nick Folk(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.8%
66,67,Andrew Wellock(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
67,68,Carlos Martinez(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
68,69,Garrett Rivas(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,70,Jason Reda(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
70,71,MacKenzie Hoambrecker(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
71,72,Mark Hickok(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
72,73,Greg Zuerlein(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.2%
73,74,Andrew Jacas(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
74,75,Cairo Santos(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1%
75,76,Sergio Castillo(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
76,77,Michael Palardy(MIA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%
77,78,Giorgio Tavecchio(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%
78,79,Garrett Lindholm(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
79,80,Connor Hughes(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
80,81,Clint Stitser(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
81,82,Kai Forbath(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0%
82,83,Dan Bailey(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
83,84,Saverio Rocca(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
