,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Michael Badgley(IND),4,4,100.0,59,0,0,2,1,1,2,2,1,17.0,17.0,19.9%
1,2,Mason Crosby(GB),2,2,100.0,50,0,0,0,1,1,4,4,1,13.0,13.0,40.7%
2,3,Brett Maher(NO),3,4,75.0,62,0,2,0,0,1,2,2,1,13.0,13.0,1.9%
3,4,Randy Bullock(TEN),3,3,100.0,47,0,1,0,2,0,0,0,1,11.0,11.0,10.8%
4,5,Stephen Hauschka(FA),3,5,60.0,36,0,1,2,0,0,2,2,1,11.0,11.0,0.0%
5,6,Jason Myers(SEA),2,2,100.0,47,0,1,0,1,0,3,3,1,10.0,10.0,22.1%
6,7,Aldrick Rosas(FA),2,2,100.0,35,0,1,1,0,0,4,5,1,10.0,10.0,1.8%
7,8,Greg Joseph(MIN),2,2,100.0,49,0,0,0,2,0,2,3,1,10.0,10.0,69.1%
8,9,Stephen Gostkowski(FA),2,3,66.7,32,0,1,1,0,0,3,4,1,9.0,9.0,0.1%
9,10,Harrison Butker(KC),2,4,50.0,35,0,1,1,0,0,3,3,1,9.0,9.0,76.6%
10,11,Robbie Gould(SF),2,2,100.0,40,0,1,0,1,0,2,2,1,9.0,9.0,22.5%
11,12,Adam Vinatieri(FA),1,1,100.0,54,0,0,0,0,1,3,3,1,8.0,8.0,0.2%
12,13,Greg Zuerlein(DAL),2,3,66.7,50,0,1,0,0,1,0,0,1,8.0,8.0,74.2%
13,14,Chandler Catanzaro(FA),2,2,100.0,34,0,0,2,0,0,2,2,1,8.0,8.0,0.0%
14,15,Wil Lutz(NO),2,2,100.0,36,0,0,2,0,0,2,2,1,8.0,8.0,3.3%
15,16,Daniel Carlson(LV),1,1,100.0,44,0,0,0,1,0,3,3,1,7.0,7.0,74.3%
16,17,Sebastian Janikowski(FA),2,2,100.0,37,0,0,2,0,0,1,1,1,7.0,7.0,20.0%
17,18,Cody Parkey(FA),2,3,66.7,39,0,0,2,0,0,1,1,1,7.0,7.0,0.4%
18,19,Ryan Succop(TB),1,1,100.0,33,0,0,1,0,0,3,4,1,6.0,6.0,57.4%
19,20,Matt Prater(ARI),1,1,100.0,47,0,0,0,1,0,2,2,1,6.0,6.0,52.8%
20,21,Justin Tucker(BAL),1,1,100.0,28,0,1,0,0,0,3,3,1,6.0,6.0,98.0%
21,22,Jake Elliott(PHI),1,1,100.0,26,0,1,0,0,0,2,3,1,5.0,5.0,22.5%
22,23,Jason Sanders(MIA),0,0,0,0,0,0,0,0,0,4,4,1,4.0,4.0,22.6%
23,24,Zane Gonzalez(CAR),1,2,50.0,22,0,1,0,0,0,0,0,1,3.0,3.0,2.6%
24,25,Chris Boswell(PIT),0,2,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,51.0%
25,26,Ka'imi Fairbairn(HOU),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.8%
26,27,Matt Bryant(FA),0,1,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,1.1%
27,28,Cairo Santos(CHI),0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,2.1%
28,29,Brandon McManus(DEN),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,44.3%
29,30,Josh Lambo(FA),0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,3.2%
30,31,Dan Bailey(FA),0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%
31,32,Ty Long(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
32,33,Ryan Santoso(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
33,34,Matthew Wright(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
34,35,Austin Seibert(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
35,36,Matt Gay(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8%
36,37,Chris Blewitt(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
37,38,Sam Ficken(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
38,39,Joey Slye(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6%
39,40,Younghoe Koo(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9%
40,41,Eddy Pineiro(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
41,42,Chase McLaughlin(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1%
42,43,Evan McPherson(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2%
43,44,Riley Patterson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
44,45,Alex Kessman(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
45,46,Jose Borregales(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
46,47,Quinn Nordin(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
47,48,Chris Naggar(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
48,49,Brian Johnson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
49,50,Cameron Nizialek(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,51,Rodrigo Blankenship(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1%
51,52,Jake Verity(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
52,53,Tyler Bass(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8%
53,54,JJ Molson(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,55,Sam Sloman(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
55,56,Matt Ammendola(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
56,57,Lirim Hajrullahu(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
57,58,Austin MacGinnis(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
58,59,Nick Folk(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.8%
59,60,Parker Douglass(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
60,61,Piotr Czech(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,62,Steven Weatherford(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
62,63,Zac Derr(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,64,Ricky Schmit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
64,65,Jason Reda(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
65,66,Andrew Wellock(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,67,Carlos Martinez(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
67,68,Garrett Rivas(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
68,69,Graham Gano(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4%
69,70,MacKenzie Hoambrecker(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
70,71,Mark Hickok(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
