,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Justin Tucker(BAL),4,4,100.0,49,0,1,1,2,0,2,2,1,16.0,16.0,98.0%
1,2,Wil Lutz(NO),4,4,100.0,42,0,1,2,1,0,3,3,1,16.0,16.0,3.3%
2,3,Cody Parkey(FA),2,2,100.0,50,0,0,0,1,1,6,6,1,15.0,15.0,0.4%
3,4,Brett Maher(NO),4,4,100.0,43,0,1,2,1,0,2,2,1,15.0,15.0,1.9%
4,5,Ka'imi Fairbairn(HOU),3,4,75.0,40,0,1,1,1,0,4,4,1,14.0,14.0,0.8%
5,6,Matt McCrane(FA),3,5,60.0,44,0,2,0,1,0,4,4,1,14.0,14.0,0.0%
6,7,Matt Bryant(FA),3,3,100.0,55,0,1,1,0,1,3,3,1,14.0,14.0,1.1%
7,8,Mason Crosby(GB),3,3,100.0,52,0,0,1,0,2,1,2,1,14.0,14.0,40.7%
8,9,Josh Lambo(FA),3,3,100.0,54,0,1,1,0,1,2,2,1,13.0,13.0,3.2%
9,10,Brandon McManus(DEN),3,3,100.0,46,0,0,1,2,0,2,2,1,13.0,13.0,44.3%
10,11,Dan Bailey(FA),3,3,100.0,40,0,0,2,1,0,2,2,1,12.0,12.0,0.0%
11,12,Sebastian Janikowski(FA),2,4,50.0,52,0,0,0,1,1,2,2,1,11.0,11.0,20.0%
12,13,Jake Elliott(PHI),3,3,100.0,37,0,1,2,0,0,2,2,1,11.0,11.0,22.5%
13,14,Caleb Sturgis(FA),3,4,75.0,48,0,2,0,1,0,0,2,1,10.0,10.0,0.0%
14,15,Adam Vinatieri(FA),2,2,100.0,44,0,0,0,2,0,2,2,1,10.0,10.0,0.2%
15,16,Robbie Gould(SF),2,2,100.0,33,0,1,1,0,0,3,3,1,9.0,9.0,22.5%
16,17,Ryan Succop(TB),2,2,100.0,42,0,0,1,1,0,2,2,1,9.0,9.0,57.4%
17,18,Harrison Butker(KC),2,2,100.0,33,0,1,1,0,0,3,3,1,9.0,9.0,76.6%
18,19,Greg Joseph(MIN),2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,69.1%
19,20,Stephen Gostkowski(FA),1,1,100.0,20,0,1,0,0,0,5,5,1,8.0,8.0,0.1%
20,21,Sam Ficken(TEN),1,2,50.0,34,0,0,1,0,0,5,5,1,8.0,8.0,0.1%
21,22,Randy Bullock(TEN),1,1,100.0,36,0,0,1,0,0,4,4,1,7.0,7.0,10.8%
22,23,Jason Myers(SEA),2,2,100.0,38,0,1,1,0,0,0,0,1,6.0,6.0,22.1%
23,24,Chris Boswell(PIT),2,2,100.0,39,0,0,2,0,0,0,0,1,6.0,6.0,51.0%
24,25,Matt Prater(ARI),1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,52.8%
25,26,Phil Dawson(FA),1,3,33.3,23,0,1,0,0,0,2,2,1,5.0,5.0,0.1%
26,27,Chandler Catanzaro(FA),1,1,100.0,30,0,0,1,0,0,1,1,1,4.0,4.0,0.0%
27,28,Aldrick Rosas(FA),1,1,100.0,33,0,0,1,0,0,1,1,1,4.0,4.0,1.8%
28,29,Jason Sanders(MIA),0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,22.6%
29,30,Ryan Santoso(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
30,31,Michael Badgley(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9%
31,32,Matt Gay(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8%
32,33,Chris Blewitt(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
33,34,Austin Seibert(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
34,35,Matthew Wright(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
35,36,Daniel Carlson(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3%
36,37,Ty Long(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
37,38,Joey Slye(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6%
38,39,Zane Gonzalez(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6%
39,40,Younghoe Koo(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9%
40,41,Eddy Pineiro(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
41,42,Chase McLaughlin(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1%
