,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Ka'imi Fairbairn(HOU),5,5,100.0,53,0,0,2,2,1,2,2,1,21.0,21.0,0.8%
1,2,Jason Myers(SEA),5,5,100.0,54,0,0,3,1,1,1,1,1,19.0,19.0,22.1%
2,3,Justin Tucker(BAL),4,4,100.0,47,0,1,0,3,0,2,2,1,17.0,17.0,98.0%
3,4,Aldrick Rosas(FA),3,3,100.0,57,0,0,1,1,1,3,3,1,15.0,15.0,1.8%
4,5,Greg Zuerlein(DAL),3,3,100.0,48,0,1,0,2,0,3,3,1,14.0,14.0,74.2%
5,6,Daniel Carlson(LV),2,2,100.0,50,0,0,0,1,1,3,3,1,12.0,12.0,74.3%
6,7,Harrison Butker(KC),2,2,100.0,50,0,1,0,0,1,4,5,1,12.0,12.0,76.6%
7,8,Jake Elliott(PHI),2,2,100.0,46,0,0,0,2,0,2,2,1,10.0,10.0,22.5%
8,9,Matt Prater(ARI),3,3,100.0,35,0,2,1,0,0,1,1,1,10.0,10.0,52.8%
9,10,Zane Gonzalez(CAR),2,2,100.0,44,0,0,0,2,0,2,2,1,10.0,10.0,2.6%
10,11,Cody Parkey(FA),2,2,100.0,36,0,1,1,0,0,3,3,1,9.0,9.0,0.4%
11,12,Dustin Hopkins(LAC),2,2,100.0,47,0,0,0,2,0,1,1,1,9.0,9.0,14.5%
12,13,Sebastian Janikowski(FA),1,1,100.0,40,0,0,0,1,0,4,6,1,8.0,8.0,20.0%
13,14,Ryan Succop(TB),2,2,100.0,33,0,1,1,0,0,2,3,1,8.0,8.0,57.4%
14,15,Brett Maher(NO),2,2,100.0,46,0,1,0,1,0,1,1,1,8.0,8.0,1.9%
15,16,Chris Boswell(PIT),1,1,100.0,48,0,0,0,1,0,3,4,1,7.0,7.0,51.0%
16,17,Cairo Santos(CHI),1,1,100.0,35,0,0,1,0,0,3,3,1,6.0,6.0,2.1%
17,18,Stephen Gostkowski(FA),1,2,50.0,20,0,1,0,0,0,3,3,1,6.0,6.0,0.1%
18,19,Josh Lambo(FA),2,2,100.0,37,0,0,2,0,0,0,0,1,6.0,6.0,3.2%
19,20,Brandon McManus(DEN),1,2,50.0,29,0,1,0,0,0,3,3,1,6.0,6.0,44.3%
20,21,Matt Bryant(FA),1,1,100.0,44,0,0,0,1,0,1,1,1,5.0,5.0,1.1%
21,22,Robbie Gould(SF),1,1,100.0,45,0,0,0,1,0,1,1,1,5.0,5.0,22.5%
22,23,Graham Gano(NYG),1,1,100.0,37,0,0,1,0,0,2,2,1,5.0,5.0,31.4%
23,24,Michael Badgley(IND),1,2,50.0,29,0,1,0,0,0,2,2,1,5.0,5.0,19.9%
24,25,Mason Crosby(GB),1,2,50.0,32,0,0,1,0,0,2,2,1,5.0,5.0,40.7%
25,26,Wil Lutz(NO),1,1,100.0,33,0,0,1,0,0,1,1,1,4.0,4.0,3.3%
