,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Ka'imi Fairbairn(HOU),2,2,100.0,47,0,0,0,2,0,4,4,1,12.0,12.0,0.8%
1,2,Aldrick Rosas(FA),3,3,100.0,51,0,2,0,0,1,1,1,1,12.0,12.0,1.8%
2,3,Sebastian Janikowski(FA),3,3,100.0,33,0,0,3,0,0,3,3,1,12.0,12.0,20.0%
3,4,Jake Elliott(PHI),3,3,100.0,43,0,1,0,2,0,0,0,1,11.0,11.0,22.5%
4,5,Justin Tucker(BAL),2,2,100.0,47,0,1,0,1,0,4,4,1,11.0,11.0,98.0%
5,6,Chris Boswell(PIT),1,2,50.0,41,0,0,0,1,0,2,2,1,10.1,10.1,51.0%
6,7,Adam Vinatieri(FA),2,3,66.7,46,0,0,1,1,0,3,3,1,10.0,10.0,0.2%
7,8,Cairo Santos(CHI),2,2,100.0,41,0,0,1,1,0,3,3,1,10.0,10.0,2.1%
8,9,Graham Gano(NYG),2,3,66.7,26,0,2,0,0,0,3,3,1,9.0,9.0,31.4%
9,10,Michael Badgley(IND),1,1,100.0,31,0,0,1,0,0,6,6,1,9.0,9.0,19.9%
10,11,Stephen Gostkowski(FA),2,2,100.0,34,0,0,2,0,0,3,3,1,9.0,9.0,0.1%
11,12,Jason Myers(SEA),2,2,100.0,55,0,0,1,0,1,1,1,1,9.0,9.0,22.1%
12,13,Brett Maher(NO),1,1,100.0,28,0,1,0,0,0,4,4,1,7.0,7.0,1.9%
13,14,Brandon McManus(DEN),1,1,100.0,41,0,0,0,1,0,3,3,1,7.0,7.0,44.3%
14,15,Wil Lutz(NO),1,1,100.0,22,0,1,0,0,0,4,4,1,7.0,7.0,3.3%
15,16,Dan Bailey(FA),1,3,33.3,37,0,0,1,0,0,3,3,1,6.0,6.0,0.0%
16,17,Cody Parkey(FA),1,1,100.0,40,0,0,0,1,0,2,2,1,6.0,6.0,0.4%
17,18,Stephen Hauschka(FA),1,1,100.0,22,0,1,0,0,0,3,3,1,6.0,6.0,0.0%
18,19,Daniel Carlson(LV),1,1,100.0,42,0,0,0,1,0,2,2,1,6.0,6.0,74.3%
19,20,Jason Sanders(MIA),1,1,100.0,29,0,1,0,0,0,3,3,1,6.0,6.0,22.6%
20,21,Matt Bryant(FA),1,1,100.0,32,0,0,1,0,0,2,2,1,5.0,5.0,1.1%
21,22,Ryan Succop(TB),1,1,100.0,31,0,0,1,0,0,2,2,1,5.0,5.0,57.4%
22,23,Dustin Hopkins(LAC),1,1,100.0,31,0,0,1,0,0,2,3,1,5.0,5.0,14.5%
23,24,Mason Crosby(GB),1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,5.0,40.7%
24,25,Greg Joseph(MIN),0,0,0,0,0,0,0,0,0,5,5,1,5.0,5.0,69.1%
25,26,Phil Dawson(FA),1,2,50.0,30,0,0,1,0,0,1,1,1,4.0,4.0,0.1%
26,27,Matt Prater(ARI),1,1,100.0,20,0,1,0,0,0,1,1,1,4.0,4.0,52.8%
27,28,Josh Lambo(FA),0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,3.2%
28,29,Robbie Gould(SF),1,1,100.0,23,0,1,0,0,0,0,1,1,3.0,3.0,22.5%
29,30,Randy Bullock(TEN),0,1,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,10.8%
30,31,Eddy Pineiro(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
31,32,Brian Johnson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
32,33,Austin Seibert(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
33,34,Chris Blewitt(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
34,35,Matt Gay(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8%
35,36,Ryan Santoso(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
36,37,Younghoe Koo(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9%
37,38,Sam Ficken(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
38,39,Harrison Butker(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6%
39,40,Ty Long(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
40,41,Zane Gonzalez(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6%
41,42,Matthew Wright(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
42,43,Chase McLaughlin(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1%
43,44,Evan McPherson(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2%
44,45,Riley Patterson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
45,46,Alex Kessman(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
46,47,Jose Borregales(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
47,48,Quinn Nordin(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
48,49,Joey Slye(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6%
49,50,Chris Naggar(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
50,51,Cameron Nizialek(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
51,52,Rodrigo Blankenship(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1%
52,53,Jake Verity(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
53,54,Tyler Bass(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8%
54,55,JJ Molson(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
55,56,Sam Sloman(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
56,57,Matt Ammendola(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
57,58,Lirim Hajrullahu(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
58,59,Austin MacGinnis(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
59,60,Nick Folk(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.8%
60,61,Parker Douglass(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,62,Piotr Czech(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
62,63,Steven Weatherford(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,64,Zac Derr(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
