,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Jason Myers(SEA),7,7,100.0,48,0,0,4,3,0,3,3,1,27.0,27.0,22.1%
1,2,Stephen Gostkowski(FA),5,5,100.0,50,0,2,1,1,1,4,4,1,22.0,22.0,0.1%
2,3,Brett Maher(NO),4,4,100.0,55,0,0,1,1,2,4,4,1,21.0,21.0,1.9%
3,4,Harrison Butker(KC),4,4,100.0,43,0,1,1,2,0,4,4,1,18.0,18.0,76.6%
4,5,Mason Crosby(GB),4,4,100.0,51,0,2,1,0,1,3,3,1,17.0,17.0,40.7%
5,6,Robbie Gould(SF),3,3,100.0,46,0,0,0,3,0,3,3,1,15.0,15.0,22.5%
6,7,Dustin Hopkins(LAC),3,3,100.0,56,0,1,0,1,1,2,2,1,14.0,14.0,14.5%
7,8,Jason Sanders(MIA),3,3,100.0,50,0,1,0,1,1,2,2,1,14.0,14.0,22.6%
8,9,Matt Bryant(FA),2,2,100.0,57,0,0,0,1,1,4,4,1,13.0,13.0,1.1%
9,10,Cairo Santos(CHI),3,4,75.0,39,0,2,1,0,0,2,2,1,11.0,11.0,2.1%
10,11,Jake Elliott(PHI),2,3,66.7,33,0,0,2,0,0,4,4,1,10.0,10.0,22.5%
11,12,Adam Vinatieri(FA),2,2,100.0,31,0,1,1,0,0,4,4,1,10.0,10.0,0.2%
12,13,Dan Bailey(FA),2,2,100.0,48,0,0,1,1,0,3,3,1,10.0,10.0,0.0%
13,14,Sebastian Janikowski(FA),2,2,100.0,44,0,1,0,1,0,3,3,1,10.0,10.0,20.0%
14,15,Michael Badgley(IND),1,1,100.0,44,0,0,0,1,0,5,5,1,9.0,9.0,19.9%
15,16,Stephen Hauschka(FA),2,2,100.0,52,0,1,0,0,1,1,1,1,9.0,9.0,0.0%
16,17,Chris Boswell(PIT),2,2,100.0,24,0,2,0,0,0,2,2,1,8.0,8.0,51.0%
17,18,Ka'imi Fairbairn(HOU),2,2,100.0,33,0,1,1,0,0,2,2,1,8.0,8.0,0.8%
18,19,Brandon McManus(DEN),2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,44.3%
19,20,Aldrick Rosas(FA),2,3,66.7,33,0,1,1,0,0,1,1,1,7.0,7.0,1.8%
20,21,Greg Joseph(MIN),2,2,100.0,33,0,1,1,0,0,0,0,1,6.0,6.0,69.1%
21,22,Chandler Catanzaro(FA),1,1,100.0,35,0,0,1,0,0,2,3,1,5.0,5.0,0.0%
22,23,Phil Dawson(FA),1,1,100.0,26,0,1,0,0,0,2,2,1,5.0,5.0,0.1%
23,24,Cody Parkey(FA),0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.4%
24,25,Matt McCrane(FA),1,2,50.0,43,0,0,0,1,0,0,0,1,4.0,4.0,0.0%
25,26,Randy Bullock(TEN),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,10.8%
26,27,Justin Tucker(BAL),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,98.0%
27,28,Graham Gano(NYG),1,1,100.0,32,0,0,1,0,0,0,1,1,3.0,3.0,31.4%
28,29,Josh Lambo(FA),0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,3.2%
29,30,Matt Gay(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8%
