,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Roberto Aguayo(FA),4,4,100.0,41,0,1,2,1,0,1,1,1,14.0,14.0,0.1%
1,2,Graham Gano(NYG),3,3,100.0,49,0,0,1,2,0,2,2,1,13.0,13.0,31.4%
2,3,Dan Carpenter(FA),3,3,100.0,54,0,2,0,0,1,1,1,1,12.0,12.0,0.2%
3,4,Chris Boswell(PIT),3,3,100.0,33,0,1,2,0,0,1,1,1,10.0,10.0,51.0%
4,5,Sebastian Janikowski(FA),2,2,100.0,20,1,1,0,0,0,3,3,1,9.0,9.0,20.0%
5,6,Jason Myers(SEA),2,2,100.0,52,0,1,0,0,1,1,2,1,9.0,9.0,22.1%
6,7,Matt Prater(ARI),2,2,100.0,43,0,1,0,1,0,2,3,1,9.0,9.0,52.8%
7,8,Dan Bailey(FA),2,2,100.0,30,0,1,1,0,0,3,3,1,9.0,9.0,0.0%
8,9,Nick Novak(FA),2,2,100.0,32,0,1,1,0,0,2,2,1,8.0,8.0,0.1%
9,10,Stephen Hauschka(FA),2,3,66.7,35,0,1,1,0,0,2,3,1,8.0,8.0,0.0%
10,11,Wil Lutz(NO),2,3,66.7,30,0,1,1,0,0,2,2,1,8.0,8.0,3.3%
11,12,Adam Vinatieri(FA),1,2,50.0,49,0,0,0,1,0,3,3,1,7.0,7.0,0.2%
12,13,Dustin Hopkins(LAC),1,1,100.0,37,0,0,1,0,0,3,4,1,6.0,6.0,14.5%
13,14,Justin Tucker(BAL),1,1,100.0,46,0,0,0,1,0,2,2,1,6.0,6.0,98.0%
14,15,Ryan Succop(TB),1,1,100.0,47,0,0,0,1,0,2,2,1,6.0,6.0,57.4%
15,16,Mason Crosby(GB),1,2,50.0,36,0,0,1,0,0,3,3,1,6.0,6.0,40.7%
16,17,Chandler Catanzaro(FA),1,1,100.0,34,0,0,1,0,0,3,3,1,6.0,6.0,0.0%
17,18,Stephen Gostkowski(FA),1,1,100.0,38,0,0,1,0,0,3,4,1,6.0,6.0,0.1%
18,19,Kai Forbath(LAR),1,1,100.0,27,0,1,0,0,0,3,4,1,6.0,6.0,3.0%
19,20,Robbie Gould(SF),1,1,100.0,46,0,0,0,1,0,1,3,1,5.0,5.0,22.5%
20,21,Greg Zuerlein(DAL),1,2,50.0,46,0,0,0,1,0,1,1,1,5.0,5.0,74.2%
21,22,Phil Dawson(FA),1,1,100.0,33,0,0,1,0,0,2,2,1,5.0,5.0,0.1%
22,23,Connor Barth(FA),1,2,50.0,40,0,0,0,1,0,1,2,1,5.0,5.0,0.0%
23,24,Cairo Santos(CHI),1,1,100.0,22,0,1,0,0,0,2,2,1,5.0,5.0,2.1%
24,25,Cody Parkey(FA),1,1,100.0,24,0,1,0,0,0,0,1,1,3.0,3.0,0.4%
25,26,Andrew Franks(FA),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%
26,27,Caleb Sturgis(FA),0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%
27,28,Matt Gay(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8%
28,29,Michael Badgley(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9%
29,30,Chris Blewitt(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
30,31,Austin Seibert(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
31,32,Matthew Wright(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
32,33,Ryan Santoso(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
33,34,Chase McLaughlin(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1%
34,35,Sam Ficken(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
35,36,Jake Elliott(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5%
36,37,Zane Gonzalez(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6%
37,38,Harrison Butker(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6%
38,39,Younghoe Koo(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9%
39,40,Daniel Carlson(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3%
40,41,Jason Sanders(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6%
41,42,Eddy Pineiro(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
42,43,Ka'imi Fairbairn(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
43,44,Greg Joseph(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.1%
44,45,Joey Slye(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6%
45,46,Jake Verity(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
46,47,Cameron Nizialek(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
47,48,Evan McPherson(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2%
48,49,Riley Patterson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
49,50,Alex Kessman(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,51,Jose Borregales(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
51,52,Quinn Nordin(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
52,53,Chris Naggar(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
53,54,Brian Johnson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
54,55,Rodrigo Blankenship(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1%
55,56,Tyler Bass(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8%
56,57,JJ Molson(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
57,58,Sam Sloman(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
58,59,Matt Ammendola(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
59,60,Lirim Hajrullahu(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
60,61,Austin MacGinnis(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,62,Ty Long(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
62,63,Steven Weatherford(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,64,Parker Douglass(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
64,65,Piotr Czech(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
65,66,Zac Derr(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,67,Ricky Schmit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
67,68,Nick Folk(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.8%
68,69,Andrew Wellock(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,70,Carlos Martinez(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
70,71,Garrett Rivas(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
71,72,Jason Reda(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
72,73,Mike Nugent(FA),0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.0%
73,74,MacKenzie Hoambrecker(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
74,75,Mark Hickok(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
75,76,Brett Maher(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9%
76,77,Brandon McManus(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3%
77,78,Andrew Jacas(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
78,79,Sergio Castillo(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
79,80,Michael Palardy(MIA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%
80,81,Garrett Lindholm(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
81,82,Connor Hughes(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
82,83,Clint Stitser(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
83,84,Saverio Rocca(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
84,85,Giorgio Tavecchio(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%
85,86,Randy Bullock(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8%
