,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Sebastian Janikowski(FA),4,4,100.0,52,0,1,1,1,1,3,3,1,18.0,18.0,20.0%
1,2,Josh Lambo(FA),4,4,100.0,42,0,0,2,2,0,3,3,1,17.0,17.0,3.2%
2,3,Justin Tucker(BAL),3,3,100.0,50,0,0,0,2,1,1,1,1,14.0,14.0,98.0%
3,4,Matt Bryant(FA),3,4,75.0,42,0,1,1,1,0,3,3,1,13.0,13.0,1.1%
4,5,Chris Boswell(PIT),3,5,60.0,46,0,0,1,2,0,1,1,1,12.0,12.0,51.0%
5,6,Nick Novak(FA),3,3,100.0,43,0,1,0,2,0,0,0,1,11.0,11.0,0.1%
6,7,Jason Myers(SEA),3,3,100.0,44,0,1,1,1,0,1,1,1,11.0,11.0,22.1%
7,8,Roberto Aguayo(FA),2,3,66.7,38,0,0,2,0,0,4,4,1,10.0,10.0,0.1%
8,9,Ryan Succop(TB),2,2,100.0,48,0,0,0,2,0,2,2,1,10.0,10.0,57.4%
9,10,Cairo Santos(CHI),2,2,100.0,41,0,0,1,1,0,3,3,1,10.0,10.0,2.1%
10,11,Adam Vinatieri(FA),2,2,100.0,33,0,1,1,0,0,4,4,1,10.0,10.0,0.2%
11,12,Mason Crosby(GB),2,3,66.7,40,0,0,1,1,0,2,3,1,9.0,9.0,40.7%
12,13,Brandon McManus(DEN),2,2,100.0,32,0,1,1,0,0,3,3,1,9.0,9.0,44.3%
13,14,Matt Prater(ARI),2,3,66.7,43,0,1,0,1,0,2,2,1,9.0,9.0,52.8%
14,15,Andrew Franks(FA),2,2,100.0,36,0,0,2,0,0,2,2,1,8.0,8.0,0.0%
15,16,Chandler Catanzaro(FA),2,4,50.0,46,0,0,0,2,0,0,0,1,8.0,8.0,0.0%
16,17,Stephen Hauschka(FA),2,3,66.7,40,0,0,1,1,0,0,0,1,7.0,7.0,0.0%
17,18,Caleb Sturgis(FA),2,2,100.0,35,0,1,1,0,0,1,1,1,7.0,7.0,0.0%
18,19,Mike Nugent(FA),1,3,33.3,36,0,0,1,0,0,4,4,1,7.0,7.0,1.0%
19,20,Nick Folk(NE),1,2,50.0,22,0,1,0,0,0,3,3,1,6.0,6.0,81.8%
20,21,Dan Carpenter(FA),1,1,100.0,29,0,1,0,0,0,2,2,1,5.0,5.0,0.2%
21,22,Blair Walsh(FA),1,1,100.0,48,0,0,0,1,0,1,1,1,5.0,5.0,0.1%
22,23,Robbie Gould(SF),1,1,100.0,29,0,1,0,0,0,2,2,1,5.0,5.0,22.5%
23,24,Cody Parkey(FA),1,1,100.0,28,0,1,0,0,0,2,2,1,5.0,5.0,0.4%
24,25,Phil Dawson(FA),1,1,100.0,28,0,1,0,0,0,2,2,1,5.0,5.0,0.1%
25,26,Dustin Hopkins(LAC),1,2,50.0,38,0,0,1,0,0,2,2,1,5.0,5.0,14.5%
26,27,Connor Barth(FA),1,1,100.0,39,0,0,1,0,0,1,1,1,4.0,4.0,0.0%
27,28,Greg Zuerlein(DAL),1,1,100.0,36,0,0,1,0,0,1,1,1,4.0,4.0,74.2%
28,29,Stephen Gostkowski(FA),0,0,0,0,0,0,0,0,0,3,4,1,3.0,3.0,0.1%
29,30,Wil Lutz(NO),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,3.3%
30,31,Joey Slye(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6%
31,32,Greg Joseph(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.1%
32,33,Matthew Wright(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
33,34,Austin Seibert(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
34,35,Michael Badgley(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9%
35,36,Matt Gay(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8%
36,37,Ryan Santoso(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
37,38,Chris Blewitt(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
38,39,Jason Sanders(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6%
39,40,Ka'imi Fairbairn(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
40,41,Sam Ficken(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
41,42,Jake Elliott(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5%
42,43,Zane Gonzalez(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6%
43,44,Harrison Butker(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6%
44,45,Chase McLaughlin(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1%
45,46,Daniel Carlson(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3%
46,47,Eddy Pineiro(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
47,48,Younghoe Koo(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9%
48,49,Tyler Bass(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8%
49,50,Cameron Nizialek(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,51,Evan McPherson(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2%
51,52,Riley Patterson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
52,53,Alex Kessman(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
53,54,Jose Borregales(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,55,Quinn Nordin(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
55,56,Chris Naggar(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
56,57,Brian Johnson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
57,58,Rodrigo Blankenship(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1%
58,59,Jake Verity(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
59,60,JJ Molson(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
60,61,Sam Sloman(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,62,Matt Ammendola(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
62,63,Lirim Hajrullahu(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
63,64,Austin MacGinnis(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
64,65,Ty Long(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
65,66,Parker Douglass(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,67,Piotr Czech(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
67,68,Steven Weatherford(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
68,69,Zac Derr(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,70,Ricky Schmit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
70,71,Andrew Wellock(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
71,72,Carlos Martinez(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
72,73,Garrett Rivas(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
73,74,Graham Gano(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4%
74,75,Jason Reda(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
75,76,MacKenzie Hoambrecker(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
76,77,Mark Hickok(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
77,78,Brett Maher(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9%
78,79,Andrew Jacas(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
79,80,Sergio Castillo(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
80,81,Michael Palardy(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3%
