,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Chandler Catanzaro(FA),3,3,100.0,47,0,0,2,1,0,5,5,1,15.0,15.0,0.0%
1,2,Stephen Hauschka(FA),4,4,100.0,33,0,1,3,0,0,1,2,1,13.0,13.0,0.0%
2,3,Cairo Santos(CHI),3,3,100.0,37,0,1,2,0,0,4,4,1,13.0,13.0,2.1%
3,4,Nick Folk(NE),3,3,100.0,36,0,1,2,0,0,3,3,1,12.0,12.0,81.8%
4,5,Jason Myers(SEA),2,4,50.0,47,0,0,0,2,0,2,2,1,10.0,10.0,22.1%
5,6,Stephen Gostkowski(FA),2,3,66.7,40,0,1,0,1,0,3,3,1,10.0,10.0,0.1%
6,7,Josh Lambo(FA),2,2,100.0,35,0,1,1,0,0,3,3,1,9.0,9.0,3.2%
7,8,Randy Bullock(TEN),2,2,100.0,24,0,2,0,0,0,3,3,1,9.0,9.0,10.8%
8,9,Wil Lutz(NO),2,2,100.0,40,1,0,0,1,0,2,2,1,9.0,9.0,3.3%
9,10,Caleb Sturgis(FA),2,3,66.7,33,0,1,1,0,0,3,3,1,9.0,9.0,0.0%
10,11,Kai Forbath(LAR),1,1,100.0,21,0,1,0,0,0,5,5,1,8.0,8.0,3.0%
11,12,Dan Bailey(FA),2,2,100.0,49,0,1,0,1,0,1,1,1,8.0,8.0,0.0%
12,13,Matt Bryant(FA),1,1,100.0,22,0,1,0,0,0,5,5,1,8.0,8.0,1.1%
13,14,Matt Prater(ARI),1,2,50.0,54,0,0,0,0,1,3,3,1,8.0,8.0,52.8%
14,15,Robbie Gould(SF),2,2,100.0,40,0,1,0,1,0,1,1,1,8.0,8.0,22.5%
15,16,Adam Vinatieri(FA),1,2,50.0,45,0,0,0,1,0,3,3,1,7.0,7.0,0.2%
16,17,Mason Crosby(GB),1,1,100.0,53,0,0,0,0,1,2,3,1,7.0,7.0,40.7%
17,18,Graham Gano(NYG),1,4,25.0,54,0,0,0,0,1,1,1,1,6.0,6.0,31.4%
18,19,Cody Parkey(FA),1,2,50.0,34,0,0,1,0,0,3,3,1,6.0,6.0,0.4%
19,20,Brandon McManus(DEN),1,2,50.0,22,0,1,0,0,0,3,3,1,6.0,6.0,44.3%
20,21,Greg Zuerlein(DAL),2,2,100.0,37,0,0,2,0,0,0,0,1,6.0,6.0,74.2%
21,22,Ryan Succop(TB),1,1,100.0,35,0,0,1,0,0,3,3,1,6.0,6.0,57.4%
22,23,Nick Novak(FA),1,2,50.0,26,0,1,0,0,0,2,2,1,5.0,5.0,0.1%
23,24,Roberto Aguayo(FA),1,3,33.3,33,0,0,1,0,0,2,2,1,5.0,5.0,0.1%
24,25,Connor Barth(FA),1,1,100.0,29,0,1,0,0,0,1,1,1,4.0,4.0,0.0%
25,26,Justin Tucker(BAL),1,1,100.0,30,0,0,1,0,0,1,1,1,4.0,4.0,98.0%
26,27,Dustin Hopkins(LAC),1,2,50.0,32,0,0,1,0,0,1,1,1,4.0,4.0,14.5%
27,28,Dan Carpenter(FA),1,1,100.0,34,0,0,1,0,0,1,1,1,4.0,4.0,0.2%
28,29,Chris Boswell(PIT),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,51.0%
29,30,Phil Dawson(FA),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%
30,31,Andrew Franks(FA),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%
31,32,Michael Badgley(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9%
32,33,Ryan Santoso(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
33,34,Chris Blewitt(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
34,35,Austin Seibert(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
35,36,Matthew Wright(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
36,37,Matt Gay(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8%
37,38,Greg Joseph(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.1%
38,39,Zane Gonzalez(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6%
39,40,Ka'imi Fairbairn(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
40,41,Sam Ficken(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
41,42,Jake Elliott(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5%
42,43,Harrison Butker(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6%
43,44,Younghoe Koo(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9%
44,45,Joey Slye(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6%
45,46,Daniel Carlson(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3%
46,47,Jason Sanders(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6%
47,48,Eddy Pineiro(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
48,49,Jake Verity(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
49,50,Chase McLaughlin(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1%
50,51,Evan McPherson(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2%
51,52,Riley Patterson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
52,53,Alex Kessman(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
53,54,Jose Borregales(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,55,Quinn Nordin(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
55,56,Chris Naggar(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
56,57,Brian Johnson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
57,58,Cameron Nizialek(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
58,59,Rodrigo Blankenship(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1%
59,60,Tyler Bass(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8%
60,61,JJ Molson(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,62,Sam Sloman(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
