rank,player,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,LeSean McCoy,15.0,122.0,8.1,49.0,0.0,1.0,2.0,3.0,15.0,7.5,1.0,0.0,1.0,25.7,25.7,2.0,RB,1,2011,PHI
2.0,Adrian Peterson,16.0,98.0,6.1,46.0,0.0,0.0,2.0,3.0,6.0,3.0,0.0,0.0,1.0,10.4,10.4,4.9,RB,1,2011,MIN
3.0,Frank Gore,22.0,59.0,2.7,16.0,0.0,0.0,3.0,4.0,19.0,6.3,0.0,0.0,1.0,7.8,7.8,12.2,RB,1,2011,SF
5.0,Dion Lewis,2.0,10.0,5.0,6.0,0.0,0.0,1.0,1.0,-3.0,-3.0,0.0,0.0,1.0,0.7,0.7,2.0,RB,1,2011,PHI
6.0,Anthony Sherman,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.6,0.6,0.0,RB,1,2011,ARI
166.0,Henry Hynoski,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2011,NYG
170.0,Roy Helu,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2011,WAS
172.0,Isaac Redman,3.0,12.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2011,PIT
175.0,Lance Ball,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,RB,1,2011,DEN
176.0,Spencer Larsen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2011,DEN
177.0,LeGarrette Blount,5.0,15.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,RB,1,2011,TB
179.0,James Starks,12.0,57.0,4.8,17.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2011,GB
181.0,Kendall Hunter,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2011,SF
