rank,player,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,DeAngelo Williams,26.0,143.0,5.5,17.0,0.0,2.0,6.0,9.0,28.0,4.7,0.0,0.0,1.0,29.1,29.1,0.1,RB,1,2016,PIT
2.0,Spencer Ware,11.0,70.0,6.4,14.0,0.0,1.0,7.0,8.0,129.0,18.4,0.0,0.0,1.0,25.9,25.9,0.0,RB,1,2016,KC
3.0,C.J. Anderson,20.0,92.0,4.6,28.0,1.0,1.0,4.0,5.0,47.0,11.8,1.0,0.0,1.0,25.9,25.9,1.0,RB,1,2016,DEN
4.0,Theo Riddick,7.0,45.0,6.4,21.0,1.0,1.0,5.0,5.0,63.0,12.6,1.0,0.0,1.0,22.8,22.8,0.0,RB,1,2016,DET
5.0,Carlos Hyde,23.0,88.0,3.8,18.0,0.0,2.0,2.0,3.0,5.0,2.5,0.0,0.0,1.0,21.3,21.3,6.9,RB,1,2016,SF
6.0,David Johnson,16.0,89.0,5.6,45.0,1.0,1.0,4.0,6.0,43.0,10.8,0.0,0.0,1.0,19.2,19.2,35.4,RB,1,2016,ARI
7.0,Ameer Abdullah,12.0,63.0,5.3,13.0,0.0,0.0,5.0,5.0,57.0,11.4,1.0,0.0,1.0,18.0,18.0,10.4,RB,1,2016,DET
8.0,Danny Woodhead,16.0,89.0,5.6,21.0,1.0,0.0,5.0,7.0,31.0,6.2,1.0,0.0,1.0,18.0,18.0,20.6,RB,1,2016,LAC
9.0,DeMarco Murray,13.0,42.0,3.2,12.0,0.0,0.0,5.0,7.0,35.0,7.0,2.0,1.0,1.0,17.7,17.7,0.1,RB,1,2016,TEN
11.0,Matt Forte,22.0,96.0,4.4,14.0,0.0,0.0,5.0,7.0,59.0,11.8,0.0,0.0,1.0,15.5,15.5,19.1,RB,1,2016,NYJ
12.0,Jalen Richard,3.0,84.0,28.0,75.0,1.0,1.0,2.0,2.0,11.0,5.5,0.0,0.0,1.0,15.5,15.5,0.7,RB,1,2016,LV
13.0,Isaiah Crowell,12.0,62.0,5.2,20.0,1.0,1.0,2.0,2.0,16.0,8.0,0.0,0.0,1.0,13.8,13.8,0.1,RB,1,2016,CLE
14.0,Ryan Mathews,22.0,77.0,3.5,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.7,13.7,0.0,RB,1,2016,PHI
15.0,Latavius Murray,14.0,59.0,4.2,10.0,0.0,1.0,1.0,2.0,13.0,13.0,0.0,0.0,1.0,13.2,13.2,22.2,RB,1,2016,LV
16.0,LeSean McCoy,16.0,58.0,3.6,16.0,0.0,1.0,4.0,4.0,12.0,3.0,0.0,0.0,1.0,13.0,13.0,2.0,RB,1,2016,BUF
17.0,T.J. Yeldon,21.0,39.0,1.9,7.0,0.0,1.0,4.0,6.0,30.0,7.5,0.0,0.0,1.0,12.9,12.9,0.0,RB,1,2016,JAC
18.0,Jeremy Langford,17.0,57.0,3.4,15.0,0.0,1.0,2.0,4.0,6.0,3.0,0.0,0.0,1.0,12.3,12.3,0.0,RB,1,2016,CHI
19.0,Tevin Coleman,8.0,22.0,2.8,7.0,0.0,0.0,5.0,6.0,95.0,19.0,0.0,0.0,1.0,11.7,11.7,18.5,RB,1,2016,ATL
20.0,Lamar Miller,28.0,106.0,3.8,12.0,0.0,0.0,4.0,4.0,11.0,2.8,0.0,0.0,1.0,11.7,11.7,0.0,RB,1,2016,HOU
21.0,Ezekiel Elliott,20.0,51.0,2.6,8.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,11.2,11.2,99.7,RB,1,2016,DAL
