player,team,yardline_100
M.Sanders,PHI,99.0
B.Scott,PHI,80.0
B.Scott,PHI,69.0
C.Wentz,PHI,69.0
J.White,NE,68.0
M.Sanders,PHI,63.0
S.Michel,NE,93.0
S.Michel,NE,67.0
S.Michel,NE,74.0
S.Michel,NE,71.0
S.Michel,NE,70.0
L.Murray,NO,86.0
L.Murray,NO,62.0
A.Kamara,NO,30.0
R.Jones,TB,75.0
A.Kamara,NO,59.0
A.Kamara,NO,52.0
A.Kamara,NO,26.0
A.Kamara,NO,7.0
R.Jones,TB,84.0
R.Jones,TB,55.0
A.Kamara,NO,51.0
T.Hill,NO,43.0
A.Kamara,NO,41.0
Z.Line,NO,32.0
A.Kamara,NO,15.0
L.Murray,NO,8.0
J.Winston,TB,1.0
R.Jones,TB,66.0
A.Kamara,NO,75.0
L.Murray,NO,68.0
A.Kamara,NO,61.0
A.Kamara,NO,17.0
A.Kamara,NO,10.0
L.Murray,NO,60.0
J.Winston,TB,81.0
L.Murray,NO,56.0
L.Murray,NO,47.0
D.Brees,NO,47.0
L.Murray,NO,40.0
D.Ogunbowale,TB,1.0
D.Ogunbowale,TB,1.0
A.Kamara,NO,80.0
L.Murray,NO,73.0
L.Murray,NO,71.0
D.Brees,NO,69.0
D.Brees,NO,70.0
L.Bell,NYJ,67.0
L.Bell,NYJ,58.0
L.Bell,NYJ,32.0
A.Peterson,WAS,67.0
D.Haskins,WAS,59.0
L.Bell,NYJ,75.0
T.Montgomery,NYJ,54.0
L.Bell,NYJ,55.0
A.Peterson,WAS,86.0
B.Powell,NYJ,62.0
B.Powell,NYJ,44.0
B.Powell,NYJ,30.0
B.Powell,NYJ,24.0
B.Powell,NYJ,6.0
L.Bell,NYJ,55.0
A.Peterson,WAS,16.0
D.Guice,WAS,27.0
D.Guice,WAS,18.0
D.Guice,WAS,16.0
D.Guice,WAS,11.0
L.Bell,NYJ,80.0
L.Bell,NYJ,65.0
L.Bell,NYJ,57.0
L.Bell,NYJ,55.0
L.Bell,NYJ,64.0
A.Peterson,WAS,81.0
D.Haskins,WAS,79.0
A.Peterson,WAS,54.0
A.Peterson,WAS,46.0
A.Peterson,WAS,38.0
D.Guice,WAS,34.0
D.Guice,WAS,28.0
D.Haskins,WAS,26.0
L.Bell,NYJ,43.0
A.Peterson,WAS,80.0
A.Peterson,WAS,78.0
L.Bell,NYJ,60.0
L.Bell,NYJ,54.0
L.Bell,NYJ,51.0
B.Powell,NYJ,48.0
B.Powell,NYJ,34.0
L.Bell,NYJ,32.0
L.Bell,NYJ,5.0
L.Bell,NYJ,1.0
T.Montgomery,NYJ,73.0
Jo.Adams,NYJ,57.0
Jo.Adams,NYJ,37.0
Jo.Adams,NYJ,97.0
Jo.Adams,NYJ,95.0
D.Haskins,WAS,5.0
D.Guice,WAS,1.0
S.Darnold,NYJ,44.0
S.Darnold,NYJ,46.0
J.Conner,PIT,78.0
J.Conner,PIT,79.0
B.Mayfield,CLE,1.0
J.Samuels,PIT,73.0
J.Conner,PIT,33.0
J.Conner,PIT,26.0
N.Chubb,CLE,66.0
N.Chubb,CLE,56.0
N.Chubb,CLE,77.0
J.Conner,PIT,78.0
N.Chubb,CLE,77.0
N.Chubb,CLE,36.0
N.Chubb,CLE,9.0
N.Chubb,CLE,10.0
J.Samuels,PIT,75.0
T.Edmunds,PIT,45.0
M.Rudolph,PIT,61.0
N.Chubb,CLE,30.0
J.Samuels,PIT,65.0
N.Chubb,CLE,93.0
N.Chubb,CLE,89.0
N.Chubb,CLE,73.0
N.Chubb,CLE,70.0
N.Chubb,CLE,60.0
N.Chubb,CLE,63.0
J.Samuels,PIT,80.0
J.Samuels,PIT,80.0
N.Chubb,CLE,53.0
T.Edmunds,PIT,50.0
K.Hunt,CLE,74.0
N.Chubb,CLE,58.0
K.Hunt,CLE,52.0
N.Chubb,CLE,47.0
N.Chubb,CLE,44.0
N.Chubb,CLE,32.0
T.Edmunds,PIT,41.0
N.Chubb,CLE,67.0
N.Chubb,CLE,60.0
K.Hunt,CLE,60.0
N.Chubb,CLE,62.0
N.Chubb,CLE,59.0
K.Hunt,CLE,54.0
N.Chubb,CLE,4.0
M.Rudolph,PIT,68.0
N.Chubb,CLE,51.0
N.Chubb,CLE,49.0
N.Chubb,CLE,37.0
K.Hunt,CLE,31.0
K.Hunt,CLE,32.0
T.Brooks-James,PIT,72.0
G.Gilbert,CLE,24.0
T.Gurley,LA,75.0
B.Cooks,LA,74.0
M.Ingram II,BAL,55.0
M.Ingram II,BAL,45.0
L.Jackson,BAL,41.0
L.Jackson,BAL,25.0
M.Ingram II,BAL,19.0
G.Edwards,BAL,16.0
M.Ingram II,BAL,12.0
M.Ingram II,BAL,61.0
G.Edwards,BAL,42.0
G.Edwards,BAL,32.0
M.Ingram II,BAL,34.0
L.Jackson,BAL,23.0
T.Gurley,LA,75.0
T.Gurley,LA,58.0
T.Gurley,LA,43.0
M.Brown,LA,31.0
T.Gurley,LA,16.0
L.Jackson,BAL,53.0
M.Ingram II,BAL,34.0
L.Jackson,BAL,30.0
M.Ingram II,BAL,1.0
J.Hill,BAL,75.0
L.Jackson,BAL,47.0
J.Hill,BAL,35.0
J.Hill,BAL,24.0
J.Goff,LA,71.0
M.Ingram II,BAL,75.0
M.Ingram II,BAL,71.0
M.Ingram II,BAL,64.0
G.Edwards,BAL,24.0
G.Edwards,BAL,22.0
M.Ingram II,BAL,11.0
M.Ingram II,BAL,78.0
M.Ingram II,BAL,71.0
G.Edwards,BAL,67.0
J.Hill,BAL,56.0
M.Ingram II,BAL,64.0
G.Edwards,BAL,39.0
L.Jackson,BAL,53.0
L.Jackson,BAL,43.0
G.Edwards,BAL,18.0
G.Edwards,BAL,16.0
T.Gurley,LA,33.0
G.Edwards,BAL,64.0
G.Edwards,BAL,61.0
G.Edwards,BAL,56.0
G.Edwards,BAL,55.0
J.Hill,BAL,54.0
J.Hill,BAL,53.0
G.Edwards,BAL,13.0
J.Hill,BAL,63.0
J.Hill,BAL,62.0
R.Griffin III,BAL,79.0
R.Griffin III,BAL,80.0
R.Griffin III,BAL,81.0
L.Murray,NO,75.0
A.Kamara,NO,55.0
L.Murray,NO,26.0
C.McCaffrey,CAR,75.0
C.McCaffrey,CAR,81.0
A.Kamara,NO,72.0
L.Murray,NO,23.0
C.McCaffrey,CAR,75.0
C.Samuel,CAR,61.0
L.Murray,NO,36.0
A.Kamara,NO,19.0
C.McCaffrey,CAR,75.0
D.Moore,CAR,67.0
K.Allen,CAR,36.0
L.Murray,NO,75.0
A.Kamara,NO,66.0
C.McCaffrey,CAR,59.0
C.McCaffrey,CAR,56.0
C.McCaffrey,CAR,47.0
C.Samuel,CAR,44.0
C.McCaffrey,CAR,32.0
C.McCaffrey,CAR,75.0
A.Kamara,NO,62.0
A.Kamara,NO,35.0
L.Murray,NO,26.0
C.McCaffrey,CAR,52.0
L.Murray,NO,63.0
A.Kamara,NO,33.0
C.McCaffrey,CAR,71.0
C.McCaffrey,CAR,20.0
C.McCaffrey,CAR,12.0
C.McCaffrey,CAR,4.0
A.Kamara,NO,56.0
C.McCaffrey,CAR,80.0
A.Kamara,NO,66.0
C.McCaffrey,CAR,50.0
C.Samuel,CAR,43.0
A.Armah,CAR,1.0
C.McCaffrey,CAR,1.0
A.Kamara,NO,55.0
C.Samuel,CAR,48.0
C.McCaffrey,CAR,23.0
C.McCaffrey,CAR,16.0
C.McCaffrey,CAR,12.0
C.McCaffrey,CAR,8.0
C.McCaffrey,CAR,3.0
A.Kamara,NO,24.0
E.Elliott,DAL,75.0
S.Michel,NE,78.0
S.Michel,NE,65.0
S.Michel,NE,59.0
S.Michel,NE,53.0
E.Elliott,DAL,65.0
E.Elliott,DAL,58.0
D.Prescott,DAL,32.0
S.Michel,NE,64.0
S.Michel,NE,47.0
E.Elliott,DAL,80.0
E.Elliott,DAL,68.0
S.Michel,NE,12.0
E.Elliott,DAL,74.0
S.Michel,NE,29.0
S.Michel,NE,26.0
E.Elliott,DAL,70.0
E.Elliott,DAL,62.0
E.Elliott,DAL,59.0
T.Pollard,DAL,47.0
T.Pollard,DAL,39.0
E.Elliott,DAL,35.0
E.Elliott,DAL,30.0
E.Elliott,DAL,64.0
E.Elliott,DAL,58.0
E.Elliott,DAL,53.0
E.Elliott,DAL,14.0
S.Michel,NE,75.0
J.White,NE,64.0
J.White,NE,39.0
R.Burkhead,NE,64.0
E.Elliott,DAL,80.0
B.Bolden,NE,72.0
R.Burkhead,NE,51.0
E.Elliott,DAL,67.0
S.Michel,NE,66.0
E.Elliott,DAL,80.0
E.Elliott,DAL,70.0
T.Pollard,DAL,57.0
T.Pollard,DAL,50.0
S.Michel,NE,62.0
S.Michel,NE,57.0
S.Michel,NE,20.0
S.Michel,NE,14.0
E.Elliott,DAL,89.0
E.Elliott,DAL,14.0
S.Michel,NE,41.0
S.Michel,NE,37.0
S.Michel,NE,25.0
S.Michel,NE,20.0
T.Brady,NE,8.0
S.Michel,NE,10.0
T.Brady,NE,14.0
P.Lindsay,DEN,75.0
P.Lindsay,DEN,70.0
P.Lindsay,DEN,65.0
P.Lindsay,DEN,35.0
D.Singletary,BUF,90.0
D.Singletary,BUF,88.0
D.Singletary,BUF,77.0
D.Singletary,BUF,68.0
J.Allen,BUF,68.0
I.McKenzie,BUF,66.0
D.Singletary,BUF,71.0
J.Allen,BUF,68.0
D.Singletary,BUF,54.0
D.Singletary,BUF,30.0
J.Allen,BUF,15.0
P.Lindsay,DEN,57.0
D.Singletary,BUF,92.0
D.Singletary,BUF,93.0
J.Allen,BUF,87.0
F.Gore,BUF,69.0
F.Gore,BUF,63.0
R.Foster,BUF,59.0
F.Gore,BUF,7.0
J.Allen,BUF,14.0
B.Allen,DEN,64.0
P.Lindsay,DEN,55.0
D.Singletary,BUF,86.0
P.Lindsay,DEN,37.0
B.Allen,DEN,33.0
D.Singletary,BUF,85.0
J.Allen,BUF,74.0
D.Singletary,BUF,64.0
D.Singletary,BUF,59.0
D.Singletary,BUF,36.0
D.Singletary,BUF,28.0
P.Lindsay,DEN,75.0
P.Lindsay,DEN,70.0
R.Freeman,DEN,54.0
P.Lindsay,DEN,24.0
F.Gore,BUF,73.0
F.Gore,BUF,70.0
J.Allen,BUF,43.0
F.Gore,BUF,50.0
P.Lindsay,DEN,87.0
J.Allen,BUF,58.0
R.Freeman,DEN,82.0
D.Singletary,BUF,55.0
D.Singletary,BUF,49.0
F.Gore,BUF,31.0
P.Lindsay,DEN,72.0
F.Gore,BUF,48.0
F.Gore,BUF,48.0
F.Gore,BUF,41.0
P.Lindsay,DEN,90.0
D.Singletary,BUF,61.0
D.Singletary,BUF,54.0
D.Singletary,BUF,49.0
F.Gore,BUF,46.0
F.Gore,BUF,42.0
F.Gore,BUF,39.0
D.Singletary,BUF,37.0
F.Gore,BUF,34.0
F.Gore,BUF,25.0
J.Allen,BUF,22.0
A.Peterson,WAS,56.0
A.Peterson,WAS,55.0
B.Scarbrough,DET,38.0
B.Scarbrough,DET,25.0
B.Scarbrough,DET,24.0
A.Peterson,WAS,66.0
D.Guice,WAS,59.0
D.Haskins,WAS,59.0
A.Peterson,WAS,37.0
D.Guice,WAS,30.0
D.Guice,WAS,12.0
J.Driskel,DET,76.0
B.Scarbrough,DET,56.0
B.Scarbrough,DET,48.0
T.Johnson,DET,11.0
J.Driskel,DET,7.0
A.Peterson,WAS,89.0
B.Scarbrough,DET,55.0
D.Guice,WAS,51.0
D.Guice,WAS,40.0
B.Scarbrough,DET,53.0
J.Driskel,DET,50.0
J.Driskel,DET,37.0
T.Johnson,DET,32.0
A.Peterson,WAS,95.0
A.Peterson,WAS,92.0
D.Haskins,WAS,75.0
B.Scarbrough,DET,75.0
B.Scarbrough,DET,64.0
B.Scarbrough,DET,62.0
J.Driskel,DET,32.0
T.Johnson,DET,32.0
J.Driskel,DET,14.0
D.Guice,WAS,75.0
D.Guice,WAS,59.0
B.Scarbrough,DET,98.0
B.Scarbrough,DET,90.0
B.Scarbrough,DET,86.0
J.Driskel,DET,72.0
J.McKissic,DET,61.0
J.Driskel,DET,68.0
A.Peterson,WAS,79.0
B.Scarbrough,DET,50.0
J.Driskel,DET,35.0
B.Scarbrough,DET,24.0
B.Scarbrough,DET,8.0
D.Guice,WAS,49.0
D.Guice,WAS,50.0
T.Johnson,DET,75.0
D.Guice,WAS,88.0
B.Scarbrough,DET,73.0
B.Scarbrough,DET,69.0
A.Peterson,WAS,41.0
A.Peterson,WAS,32.0
D.Haskins,WAS,54.0
C.Keenum,WAS,25.0
A.Jones,GB,75.0
A.Jones,GB,75.0
T.Coleman,SF,2.0
A.Jones,GB,68.0
J.Garoppolo,SF,39.0
J.Williams,GB,88.0
T.Coleman,SF,49.0
J.Wilson,SF,41.0
J.Garoppolo,SF,12.0
A.Rodgers,GB,75.0
T.Coleman,SF,63.0
T.Coleman,SF,61.0
A.Jones,GB,80.0
A.Lazard,GB,58.0
A.Jones,GB,28.0
R.Mostert,SF,92.0
J.Williams,GB,91.0
A.Jones,GB,68.0
T.Coleman,SF,28.0
R.James Jr.,SF,17.0
J.Williams,GB,75.0
R.Mostert,SF,61.0
R.Mostert,SF,46.0
T.Coleman,SF,87.0
J.Wilson,SF,90.0
A.Jones,GB,65.0
A.Jones,GB,54.0
A.Rodgers,GB,52.0
J.Williams,GB,33.0
A.Jones,GB,11.0
A.Rodgers,GB,9.0
A.Jones,GB,2.0
A.Jones,GB,72.0
A.Jones,GB,61.0
A.Jones,GB,29.0
T.Coleman,SF,69.0
T.Coleman,SF,71.0
R.Mostert,SF,56.0
R.Mostert,SF,52.0
T.Coleman,SF,28.0
T.Coleman,SF,23.0
T.Coleman,SF,20.0
R.Mostert,SF,15.0
J.Williams,GB,63.0
J.Williams,GB,54.0
J.Williams,GB,46.0
J.Williams,GB,46.0
J.Williams,GB,29.0
J.Williams,GB,28.0
J.Williams,GB,16.0
J.Williams,IND,75.0
J.Williams,IND,73.0
J.Williams,IND,60.0
J.Brissett,IND,64.0
C.Hyde,HOU,66.0
C.Hyde,HOU,58.0
J.Williams,IND,90.0
J.Williams,IND,89.0
C.Hyde,HOU,54.0
D.Watson,HOU,44.0
C.Hyde,HOU,44.0
C.Hyde,HOU,23.0
C.Hyde,HOU,17.0
J.Williams,IND,91.0
J.Williams,IND,86.0
J.Williams,IND,80.0
J.Williams,IND,80.0
J.Williams,IND,42.0
J.Williams,IND,37.0
J.Williams,IND,35.0
J.Williams,IND,28.0
N.Hines,IND,29.0
N.Hines,IND,11.0
J.Brissett,IND,5.0
D.Johnson,HOU,70.0
D.Johnson,HOU,51.0
D.Johnson,HOU,32.0
D.Johnson,HOU,41.0
J.Williams,IND,66.0
J.Williams,IND,54.0
J.Williams,IND,49.0
N.Hines,IND,39.0
N.Hines,IND,34.0
N.Hines,IND,26.0
N.Hines,IND,24.0
N.Hines,IND,17.0
J.Williams,IND,15.0
J.Williams,IND,13.0
C.Hyde,HOU,24.0
J.Brissett,IND,72.0
C.Hyde,HOU,86.0
C.Hyde,HOU,75.0
C.Hyde,HOU,42.0
D.Johnson,HOU,33.0
J.Williams,IND,75.0
J.Williams,IND,69.0
J.Williams,IND,59.0
J.Williams,IND,55.0
C.Hyde,HOU,87.0
C.Hyde,HOU,78.0
C.Hyde,HOU,64.0
J.Williams,IND,77.0
J.Williams,IND,62.0
J.Williams,IND,60.0
J.Williams,IND,54.0
N.Hines,IND,50.0
N.Hines,IND,50.0
J.Brissett,IND,47.0
D.Watson,HOU,59.0
C.Hyde,HOU,55.0
C.Hyde,HOU,42.0
D.Watson,HOU,41.0
C.Hyde,HOU,35.0
L.Fournette,JAX,72.0
L.Fournette,JAX,69.0
L.Fournette,JAX,54.0
L.Fournette,JAX,39.0
L.Fournette,JAX,28.0
R.Tannehill,TEN,89.0
D.Henry,TEN,69.0
D.Henry,TEN,43.0
D.Henry,TEN,43.0
L.Fournette,JAX,94.0
D.Henry,TEN,63.0
D.Henry,TEN,44.0
K.Raymond,TEN,21.0
D.Henry,TEN,12.0
L.Fournette,JAX,81.0
L.Fournette,JAX,73.0
L.Fournette,JAX,72.0
D.Henry,TEN,73.0
D.Henry,TEN,62.0
D.Henry,TEN,54.0
R.Tannehill,TEN,21.0
L.Fournette,JAX,75.0
L.Fournette,JAX,46.0
L.Fournette,JAX,28.0
D.Lewis,TEN,75.0
N.Foles,JAX,64.0
R.Tannehill,TEN,85.0
D.Henry,TEN,64.0
L.Fournette,JAX,83.0
D.Henry,TEN,74.0
D.Henry,TEN,7.0
L.Fournette,JAX,70.0
L.Fournette,JAX,67.0
D.Henry,TEN,80.0
D.Henry,TEN,77.0
L.Fournette,JAX,58.0
L.Fournette,JAX,1.0
D.Henry,TEN,75.0
D.Henry,TEN,53.0
D.Henry,TEN,51.0
D.Henry,TEN,46.0
L.Fournette,JAX,47.0
N.Foles,JAX,31.0
L.Fournette,JAX,6.0
L.Fournette,JAX,4.0
L.Fournette,JAX,1.0
J.Smith,TEN,12.0
D.Henry,TEN,8.0
R.Tannehill,TEN,3.0
L.Fournette,JAX,34.0
L.Fournette,JAX,31.0
D.Lewis,TEN,89.0
D.Lewis,TEN,85.0
D.Lewis,TEN,84.0
D.Lewis,TEN,90.0
N.Foles,JAX,59.0
L.Fournette,JAX,38.0
R.Tannehill,TEN,62.0
R.Tannehill,TEN,63.0
R.Tannehill,TEN,64.0
K.Hunt,CLE,43.0
N.Chubb,CLE,15.0
N.Chubb,CLE,15.0
N.Chubb,CLE,11.0
K.Ballage,MIA,61.0
N.Chubb,CLE,77.0
N.Chubb,CLE,83.0
K.Hunt,CLE,54.0
B.Mayfield,CLE,45.0
K.Ballage,MIA,82.0
N.Chubb,CLE,56.0
K.Ballage,MIA,75.0
K.Ballage,MIA,61.0
K.Ballage,MIA,62.0
P.Laird,MIA,58.0
N.Chubb,CLE,36.0
N.Chubb,CLE,32.0
N.Chubb,CLE,26.0
A.Wilson,MIA,75.0
R.Fitzpatrick,MIA,71.0
M.Gaskin,MIA,62.0
M.Gaskin,MIA,32.0
N.Chubb,CLE,73.0
K.Hunt,CLE,57.0
K.Hunt,CLE,39.0
K.Hunt,CLE,6.0
K.Ballage,MIA,75.0
N.Chubb,CLE,78.0
R.Fitzpatrick,MIA,46.0
K.Ballage,MIA,39.0
N.Chubb,CLE,75.0
N.Chubb,CLE,72.0
K.Hunt,CLE,57.0
N.Chubb,CLE,21.0
R.Fitzpatrick,MIA,23.0
P.Laird,MIA,19.0
R.Fitzpatrick,MIA,8.0
N.Chubb,CLE,73.0
B.Mayfield,CLE,64.0
K.Hunt,CLE,25.0
P.Laird,MIA,60.0
N.Chubb,CLE,75.0
N.Chubb,CLE,49.0
N.Chubb,CLE,11.0
N.Chubb,CLE,38.0
K.Hunt,CLE,21.0
N.Chubb,CLE,8.0
N.Chubb,CLE,5.0
M.Gaskin,MIA,66.0
R.Fitzpatrick,MIA,52.0
M.Gaskin,MIA,30.0
G.Gilbert,CLE,66.0
S.Barkley,NYG,47.0
S.Barkley,NYG,52.0
T.Cohen,CHI,88.0
S.Barkley,NYG,71.0
S.Barkley,NYG,60.0
D.Montgomery,CHI,72.0
D.Montgomery,CHI,33.0
M.Trubisky,CHI,15.0
S.Barkley,NYG,80.0
W.Gallman Jr,NYG,67.0
D.Montgomery,CHI,95.0
M.Trubisky,CHI,96.0
S.Shepard,NYG,42.0
S.Barkley,NYG,20.0
S.Barkley,NYG,8.0
S.Barkley,NYG,3.0
S.Barkley,NYG,29.0
D.Montgomery,CHI,68.0
T.Cohen,CHI,66.0
S.Barkley,NYG,30.0
S.Barkley,NYG,26.0
S.Barkley,NYG,21.0
T.Cohen,CHI,51.0
M.Trubisky,CHI,24.0
D.Montgomery,CHI,60.0
S.Barkley,NYG,75.0
D.Montgomery,CHI,3.0
D.Montgomery,CHI,3.0
M.Trubisky,CHI,2.0
D.Jones,NYG,82.0
T.Cohen,CHI,69.0
T.Cohen,CHI,66.0
D.Montgomery,CHI,56.0
S.Barkley,NYG,50.0
D.Montgomery,CHI,57.0
D.Montgomery,CHI,53.0
D.Montgomery,CHI,40.0
T.Cohen,CHI,40.0
D.Jones,NYG,86.0
S.Barkley,NYG,60.0
S.Barkley,NYG,42.0
S.Barkley,NYG,37.0
D.Montgomery,CHI,75.0
D.Montgomery,CHI,66.0
M.Trubisky,CHI,35.0
M.Trubisky,CHI,36.0
M.Trubisky,CHI,37.0
J.Jacobs,LV,75.0
J.Jacobs,LV,45.0
J.Jacobs,LV,31.0
L.Bell,NYJ,52.0
S.Darnold,NYJ,24.0
L.Bell,NYJ,19.0
S.Darnold,NYJ,18.0
J.Jacobs,LV,58.0
L.Bell,NYJ,96.0
L.Bell,NYJ,77.0
L.Bell,NYJ,62.0
L.Bell,NYJ,49.0
L.Bell,NYJ,25.0
B.Powell,NYJ,19.0
S.Darnold,NYJ,4.0
J.Jacobs,LV,82.0
D.Washington,LV,33.0
B.Powell,NYJ,67.0
B.Powell,NYJ,50.0
B.Powell,NYJ,12.0
J.Jacobs,LV,79.0
L.Bell,NYJ,25.0
S.Darnold,NYJ,86.0
L.Bell,NYJ,81.0
L.Bell,NYJ,75.0
J.Jacobs,LV,84.0
D.Carr,LV,81.0
J.Jacobs,LV,70.0
J.Jacobs,LV,62.0
A.Ingold,LV,61.0
L.Bell,NYJ,9.0
J.Jacobs,LV,76.0
L.Bell,NYJ,85.0
M.Glennon,LV,66.0
D.Washington,LV,62.0
