player,team,yardline_100
T.Boyd,CIN,75.0
C.Uzomah,CIN,69.0
J.Ross III,CIN,33.0
DK.Metcalf,SEA,70.0
T.Eifert,CIN,65.0
C.Carson,SEA,77.0
C.Carson,SEA,70.0
DK.Metcalf,SEA,55.0
DK.Metcalf,SEA,13.0
C.Carson,SEA,10.0
T.Boyd,CIN,75.0
D.Willis,CIN,72.0
J.Ross III,CIN,55.0
J.Ross III,CIN,55.0
C.Carson,SEA,75.0
C.Uzomah,CIN,28.0
C.Carson,SEA,83.0
G.Bernard,CIN,68.0
N.Vannett,SEA,81.0
D.Willis,CIN,81.0
T.Eifert,CIN,81.0
T.Eifert,CIN,76.0
J.Ross III,CIN,69.0
J.Ross III,CIN,45.0
C.Uzomah,CIN,45.0
T.Boyd,CIN,36.0
DK.Metcalf,SEA,59.0
T.Lockett,SEA,44.0
G.Bernard,CIN,83.0
J.Ross III,CIN,71.0
A.Erickson,CIN,64.0
J.Ross III,CIN,51.0
C.Uzomah,CIN,30.0
C.Uzomah,CIN,24.0
T.Boyd,CIN,24.0
G.Bernard,CIN,4.0
J.Ross III,CIN,16.0
T.Lockett,SEA,75.0
N.Vannett,SEA,74.0
D.Willis,CIN,71.0
D.Willis,CIN,64.0
T.Eifert,CIN,64.0
T.Boyd,CIN,59.0
A.Erickson,CIN,59.0
T.Boyd,CIN,56.0
T.Eifert,CIN,75.0
R.Grant,LV,66.0
R.Grant,LV,61.0
D.Waller,LV,47.0
D.Waller,LV,41.0
T.Williams,LV,8.0
P.Lindsay,DEN,80.0
P.Lindsay,DEN,79.0
H.Renfrow,LV,83.0
D.Waller,LV,80.0
T.Williams,LV,73.0
H.Renfrow,LV,68.0
D.Harris,LV,68.0
F.Moreau,LV,61.0
C.Sutton,DEN,80.0
C.Sutton,DEN,56.0
C.Sutton,DEN,33.0
D.Waller,LV,92.0
F.Moreau,LV,83.0
T.Williams,LV,72.0
D.Waller,LV,27.0
R.Grant,LV,17.0
H.Renfrow,LV,12.0
C.Sutton,DEN,64.0
E.Sanders,DEN,64.0
D.Hamilton,DEN,58.0
R.Freeman,DEN,51.0
P.Lindsay,DEN,51.0
D.Hamilton,DEN,36.0
P.Lindsay,DEN,36.0
E.Sanders,DEN,46.0
C.Sutton,DEN,73.0
D.Hamilton,DEN,40.0
N.Fant,DEN,42.0
N.Fant,DEN,6.0
D.Waller,LV,75.0
P.Lindsay,DEN,68.0
D.Hamilton,DEN,8.0
T.Williams,LV,75.0
D.Waller,LV,75.0
D.Waller,LV,56.0
R.Grant,LV,49.0
N.Fant,DEN,95.0
N.Fant,DEN,88.0
J.Jacobs,LV,60.0
T.Williams,LV,33.0
T.Williams,LV,28.0
E.Sanders,DEN,75.0
E.Sanders,DEN,18.0
C.Sutton,DEN,75.0
P.Lindsay,DEN,50.0
E.Sanders,DEN,42.0
C.Sutton,DEN,20.0
E.Sanders,DEN,17.0
C.Sutton,DEN,17.0
E.Sanders,DEN,1.0
T.Williams,LV,73.0
K.Johnson,DET,75.0
K.Golladay,DET,58.0
K.Johnson,ARI,90.0
D.Byrd,ARI,91.0
T.Hockenson,DET,73.0
T.Hockenson,DET,41.0
D.Amendola,DET,41.0
C.Kirk,ARI,93.0
C.Kirk,ARI,93.0
L.Fitzgerald,ARI,88.0
K.Johnson,ARI,95.0
M.Jones,DET,78.0
K.Golladay,DET,73.0
D.Amendola,DET,60.0
K.Golladay,DET,37.0
C.Kirk,ARI,82.0
D.Amendola,DET,47.0
K.Johnson,ARI,78.0
L.Fitzgerald,ARI,66.0
D.Johnson,ARI,74.0
T.Hockenson,DET,96.0
M.Jones,DET,86.0
T.Hockenson,DET,79.0
K.Golladay,DET,9.0
D.Johnson,ARI,72.0
K.Johnson,ARI,64.0
D.Byrd,ARI,64.0
C.Edmonds,ARI,64.0
L.Fitzgerald,ARI,2.0
D.Amendola,DET,75.0
D.Amendola,DET,67.0
D.Amendola,DET,58.0
D.Amendola,DET,58.0
D.Amendola,DET,58.0
D.Johnson,ARI,68.0
K.Johnson,ARI,79.0
J.McKissic,DET,78.0
C.Kirk,ARI,73.0
L.Fitzgerald,ARI,73.0
J.McKissic,DET,87.0
C.Kirk,ARI,48.0
K.Johnson,ARI,45.0
L.Fitzgerald,ARI,30.0
C.Kirk,ARI,24.0
C.Kirk,ARI,24.0
N.Bawden,DET,82.0
D.Amendola,DET,82.0
T.Hockenson,DET,61.0
D.Amendola,DET,34.0
J.James,DET,34.0
K.Golladay,DET,23.0
T.Hockenson,DET,23.0
D.Byrd,ARI,74.0
L.Fitzgerald,ARI,79.0
L.Fitzgerald,ARI,78.0
D.Johnson,ARI,33.0
C.Kirk,ARI,16.0
K.Johnson,ARI,16.0
D.Amendola,DET,67.0
L.Fitzgerald,ARI,70.0
C.Kirk,ARI,65.0
D.Johnson,ARI,62.0
K.Johnson,ARI,53.0
D.Johnson,ARI,42.0
C.Kirk,ARI,37.0
D.Johnson,ARI,27.0
K.Johnson,DET,74.0
K.Golladay,DET,51.0
L.Fitzgerald,ARI,60.0
L.Fitzgerald,ARI,57.0
D.Byrd,ARI,57.0
K.Johnson,ARI,38.0
D.Byrd,ARI,16.0
L.Fitzgerald,ARI,4.0
C.Kirk,ARI,2.0
K.Golladay,DET,75.0
K.Golladay,DET,63.0
T.Hockenson,DET,63.0
L.Fitzgerald,ARI,68.0
M.Williams,ARI,23.0
K.Johnson,ARI,8.0
M.Jones,DET,75.0
M.Jones,DET,41.0
T.Hockenson,DET,18.0
K.Golladay,DET,15.0
C.Clay,ARI,75.0
D.Byrd,ARI,70.0
C.Kirk,ARI,70.0
D.Byrd,ARI,59.0
L.Fitzgerald,ARI,46.0
C.Kirk,ARI,46.0
T.Hockenson,DET,95.0
D.Amendola,DET,88.0
D.Amendola,DET,85.0
A.Jones,GB,75.0
A.Robinson,CHI,47.0
T.Cohen,CHI,40.0
J.Graham,GB,88.0
T.Cohen,CHI,21.0
D.Adams,GB,60.0
D.Adams,GB,60.0
D.Adams,GB,55.0
A.Robinson,CHI,95.0
A.Shaheen,CHI,84.0
T.Gabriel,CHI,72.0
C.Patterson,CHI,71.0
M.Valdes-Scantling,GB,74.0
M.Lewis,GB,27.0
D.Adams,GB,18.0
J.Graham,GB,8.0
A.Robinson,CHI,75.0
A.Robinson,CHI,48.0
T.Cohen,CHI,48.0
M.Valdes-Scantling,GB,96.0
M.Valdes-Scantling,GB,87.0
D.Adams,GB,81.0
J.Williams,GB,70.0
A.Robinson,CHI,89.0
M.Davis,CHI,80.0
T.Cohen,CHI,84.0
A.Robinson,CHI,77.0
D.Adams,GB,62.0
J.Williams,GB,62.0
J.Graham,GB,52.0
D.Adams,GB,46.0
M.Valdes-Scantling,GB,46.0
C.Patterson,CHI,85.0
M.Davis,CHI,84.0
J.Graham,GB,67.0
J.Wims,CHI,75.0
M.Davis,CHI,75.0
M.Lewis,GB,35.0
M.Valdes-Scantling,GB,63.0
A.Robinson,CHI,77.0
D.Montgomery,CHI,60.0
T.Cohen,CHI,33.0
A.Robinson,CHI,28.0
C.Patterson,CHI,33.0
D.Adams,GB,53.0
J.Graham,GB,50.0
A.Robinson,CHI,87.0
T.Gabriel,CHI,58.0
T.Cohen,CHI,73.0
A.Robinson,CHI,73.0
T.Gabriel,CHI,73.0
T.Davis,GB,93.0
R.Tonyan,GB,68.0
M.Lewis,GB,40.0
T.Cohen,CHI,75.0
A.Robinson,CHI,69.0
M.Davis,CHI,65.0
T.Cohen,CHI,60.0
T.Gabriel,CHI,51.0
T.Gabriel,CHI,51.0
A.Robinson,CHI,51.0
M.Davis,CHI,30.0
T.Cohen,CHI,28.0
T.Cohen,CHI,21.0
M.Davis,CHI,16.0
A.Shaheen,CHI,16.0
A.Robinson,CHI,16.0
M.Valdes-Scantling,GB,75.0
M.Davis,CHI,86.0
A.Miller,CHI,84.0
J.Wims,CHI,84.0
D.Johnson,HOU,67.0
D.Hopkins,HOU,67.0
A.Kamara,NO,86.0
M.Thomas,NO,77.0
L.Murray,NO,53.0
L.Murray,NO,50.0
T.Ginn,NO,49.0
J.Akins,HOU,79.0
D.Johnson,HOU,83.0
J.Cook,NO,42.0
M.Thomas,NO,42.0
M.Thomas,NO,27.0
J.Cook,NO,22.0
L.Murray,NO,11.0
W.Fuller,HOU,94.0
D.Hopkins,HOU,43.0
D.Hopkins,HOU,29.0
D.Hopkins,HOU,29.0
M.Thomas,NO,79.0
A.Kamara,NO,79.0
J.Cook,NO,73.0
M.Thomas,NO,42.0
A.Kamara,NO,20.0
D.Hopkins,HOU,75.0
D.Hopkins,HOU,71.0
D.Hopkins,HOU,61.0
D.Johnson,HOU,61.0
K.Stills,HOU,52.0
C.Hyde,HOU,48.0
D.Johnson,HOU,20.0
D.Johnson,HOU,7.0
D.Hopkins,HOU,2.0
T.Smith,NO,75.0
M.Thomas,NO,63.0
A.Kamara,NO,63.0
M.Thomas,NO,70.0
M.Thomas,NO,53.0
M.Thomas,NO,53.0
T.Ginn,NO,83.0
A.Kamara,NO,71.0
T.Hill,NO,30.0
D.Hopkins,HOU,62.0
W.Fuller,HOU,60.0
D.Hopkins,HOU,16.0
A.Kamara,NO,75.0
A.Kamara,NO,64.0
T.Ginn,NO,51.0
T.Ginn,NO,41.0
M.Thomas,NO,30.0
A.Kamara,NO,15.0
T.Hill,NO,9.0
D.Fells,HOU,84.0
W.Fuller,HOU,82.0
M.Thomas,NO,49.0
J.Hill,NO,12.0
T.Smith,NO,14.0
K.Stills,HOU,75.0
J.Akins,HOU,79.0
D.Carter,HOU,50.0
D.Hopkins,HOU,92.0
D.Hopkins,HOU,96.0
M.Thomas,NO,91.0
T.Ginn,NO,85.0
D.Hopkins,HOU,75.0
K.Stills,HOU,37.0
T.Ginn,NO,75.0
M.Thomas,NO,60.0
T.Ginn,NO,49.0
K.Allen,LAC,59.0
T.Hilton,IND,86.0
D.Cain,IND,83.0
A.Ekeler,LAC,68.0
A.Ekeler,LAC,57.0
J.Jackson,LAC,9.0
D.Inman,LAC,9.0
K.Allen,LAC,2.0
A.Ekeler,LAC,1.0
D.Funchess,IND,75.0
J.Doyle,IND,66.0
N.Hines,IND,46.0
M.Alie-Cox,IND,22.0
T.Hilton,IND,19.0
J.Doyle,IND,11.0
T.Hilton,IND,4.0
K.Allen,LAC,75.0
T.Benjamin,LAC,48.0
A.Ekeler,LAC,38.0
K.Allen,LAC,28.0
D.Funchess,IND,74.0
K.Allen,LAC,46.0
M.Williams,LAC,45.0
T.Taylor,LAC,33.0
A.Ekeler,LAC,22.0
H.Henry,LAC,22.0
M.Williams,LAC,22.0
D.Cain,IND,79.0
D.Funchess,IND,54.0
N.Hines,IND,38.0
E.Ebron,IND,36.0
E.Ebron,IND,26.0
T.Benjamin,LAC,75.0
H.Henry,LAC,68.0
A.Ekeler,LAC,55.0
T.Hilton,IND,75.0
A.Ekeler,LAC,60.0
T.Hilton,IND,90.0
N.Hines,IND,84.0
T.Hilton,IND,83.0
T.Hilton,IND,27.0
P.Campbell,IND,12.0
E.Ebron,IND,11.0
K.Allen,LAC,80.0
H.Henry,LAC,55.0
J.Jackson,LAC,43.0
M.Williams,LAC,43.0
K.Allen,LAC,26.0
K.Allen,LAC,7.0
N.Hines,IND,61.0
T.Hilton,IND,68.0
D.Funchess,IND,49.0
D.Funchess,IND,19.0
T.Hilton,IND,19.0
H.Henry,LAC,75.0
V.Green,LAC,67.0
T.Benjamin,LAC,65.0
J.Jackson,LAC,65.0
K.Allen,LAC,75.0
H.Henry,LAC,57.0
K.Allen,LAC,15.0
T.Hill,KC,76.0
S.Watkins,KC,68.0
D.Chark,JAX,76.0
C.Conley,JAX,69.0
T.Kelce,KC,79.0
S.Watkins,KC,37.0
Dam.Williams,KC,11.0
T.Kelce,KC,9.0
J.O'Shaughnessy,JAX,75.0
G.Swaim,JAX,85.0
C.Conley,JAX,83.0
L.Fournette,JAX,47.0
L.Fournette,JAX,35.0
D.Chark,JAX,35.0
S.Watkins,KC,85.0
T.Hill,KC,57.0
S.Watkins,KC,49.0
C.Conley,JAX,70.0
C.Conley,JAX,47.0
D.Westbrook,JAX,37.0
C.Conley,JAX,30.0
T.Kelce,KC,75.0
S.Watkins,KC,31.0
T.Kelce,KC,9.0
D.Robinson,KC,7.0
D.Chark,JAX,75.0
D.Westbrook,JAX,16.0
J.O'Shaughnessy,JAX,12.0
Dam.Williams,KC,75.0
T.Kelce,KC,57.0
S.Watkins,KC,44.0
Dam.Williams,KC,39.0
D.Thompson,KC,31.0
S.Watkins,KC,28.0
S.Watkins,KC,28.0
L.Fournette,JAX,75.0
G.Swaim,JAX,79.0
D.Westbrook,JAX,68.0
J.O'Shaughnessy,JAX,56.0
D.Westbrook,JAX,49.0
L.Fournette,JAX,26.0
S.Watkins,KC,59.0
S.Watkins,KC,49.0
L.McCoy,KC,38.0
D.Robinson,KC,26.0
A.Sherman,KC,16.0
Dam.Williams,KC,1.0
T.Kelce,KC,2.0
D.Westbrook,JAX,91.0
B.Bell,KC,67.0
M.Hardman,KC,17.0
Dam.Williams,KC,17.0
S.Watkins,KC,3.0
L.Fournette,JAX,77.0
D.Chark,JAX,65.0
G.Swaim,JAX,20.0
D.Westbrook,JAX,15.0
K.Cole,JAX,2.0
Dam.Williams,KC,44.0
T.Kelce,KC,51.0
L.Fournette,JAX,80.0
T.Kelce,KC,17.0
J.O'Shaughnessy,JAX,75.0
J.O'Shaughnessy,JAX,66.0
R.Armstead,JAX,42.0
G.Swaim,JAX,42.0
C.Conley,JAX,37.0
C.Conley,JAX,21.0
C.McCaffrey,CAR,53.0
D.Moore,CAR,54.0
D.Moore,CAR,42.0
C.Kupp,LA,67.0
T.Gurley,LA,61.0
C.Kupp,LA,57.0
T.Higbee,LA,51.0
C.Kupp,LA,51.0
B.Cooks,LA,44.0
C.Kupp,LA,44.0
G.Olsen,CAR,65.0
C.Samuel,CAR,59.0
R.Woods,LA,80.0
C.Kupp,LA,80.0
D.Moore,CAR,75.0
C.McCaffrey,CAR,75.0
G.Olsen,CAR,58.0
G.Olsen,CAR,32.0
J.Reynolds,LA,57.0
R.Woods,LA,55.0
R.Woods,LA,31.0
C.McCaffrey,CAR,65.0
R.Woods,LA,95.0
R.Woods,LA,89.0
R.Woods,LA,88.0
B.Cooks,LA,79.0
C.McCaffrey,CAR,72.0
G.Olsen,CAR,67.0
G.Everett,LA,49.0
C.Kupp,LA,42.0
C.Kupp,LA,42.0
C.Kupp,LA,38.0
D.Moore,CAR,70.0
D.Moore,CAR,60.0
G.Olsen,CAR,49.0
D.Moore,CAR,43.0
B.Cooks,LA,75.0
B.Cooks,LA,51.0
R.Woods,LA,21.0
B.Cooks,LA,9.0
I.Thomas,CAR,60.0
C.Samuel,CAR,57.0
J.Wright,CAR,42.0
D.Moore,CAR,22.0
T.Higbee,LA,66.0
R.Woods,LA,47.0
J.Reynolds,LA,44.0
C.Kupp,LA,39.0
R.Woods,LA,25.0
C.Kupp,LA,25.0
T.Higbee,LA,7.0
D.Moore,CAR,70.0
C.McCaffrey,CAR,70.0
C.McCaffrey,CAR,56.0
C.Samuel,CAR,52.0
G.Olsen,CAR,34.0
G.Olsen,CAR,34.0
T.Higbee,LA,73.0
B.Cooks,LA,77.0
R.Woods,LA,49.0
C.McCaffrey,CAR,71.0
C.Samuel,CAR,67.0
R.Woods,LA,16.0
T.Higbee,LA,5.0
D.Moore,CAR,75.0
C.McCaffrey,CAR,73.0
G.Olsen,CAR,64.0
R.Woods,LA,32.0
R.Woods,LA,27.0
C.McCaffrey,CAR,69.0
D.Moore,CAR,69.0
G.Olsen,CAR,69.0
C.McCaffrey,CAR,56.0
C.Hogan,CAR,47.0
C.McCaffrey,CAR,24.0
A.Cooper,DAL,75.0
A.Cooper,DAL,60.0
A.Cooper,DAL,51.0
A.Cooper,DAL,46.0
S.Barkley,NYG,91.0
E.Engram,NYG,23.0
S.Shepard,NYG,12.0
E.Engram,NYG,1.0
J.Witten,DAL,69.0
R.Cobb,DAL,69.0
R.Cobb,DAL,57.0
J.Witten,DAL,57.0
M.Gallup,DAL,51.0
E.Elliott,DAL,38.0
B.Jarwin,DAL,35.0
B.Jarwin,DAL,28.0
E.Engram,NYG,75.0
C.Latimer,NYG,44.0
S.Barkley,NYG,44.0
A.Cooper,DAL,91.0
M.Gallup,DAL,77.0
M.Gallup,DAL,41.0
A.Cooper,DAL,24.0
R.Cobb,DAL,18.0
J.Witten,DAL,4.0
S.Shepard,NYG,75.0
E.Engram,NYG,66.0
R.Ellison,NYG,66.0
M.Gallup,DAL,83.0
R.Cobb,DAL,77.0
M.Gallup,DAL,59.0
J.Olawale,DAL,47.0
T.Austin,DAL,47.0
B.Jarwin,DAL,42.0
E.Elliott,DAL,21.0
A.Cooper,DAL,21.0
E.Engram,NYG,75.0
S.Shepard,NYG,69.0
C.Latimer,NYG,63.0
S.Shepard,NYG,54.0
B.Fowler,NYG,49.0
C.Latimer,NYG,44.0
E.Engram,NYG,44.0
C.Latimer,NYG,85.0
C.Latimer,NYG,40.0
B.Fowler,NYG,40.0
S.Shepard,NYG,29.0
S.Shepard,NYG,10.0
A.Cooper,DAL,75.0
R.Cobb,DAL,25.0
B.Fowler,NYG,75.0
S.Barkley,NYG,51.0
E.Engram,NYG,51.0
C.Latimer,NYG,38.0
B.Fowler,NYG,12.0
M.Gallup,DAL,87.0
J.Witten,DAL,15.0
S.Shepard,NYG,87.0
C.Latimer,NYG,78.0
S.Barkley,NYG,77.0
B.Fowler,NYG,77.0
E.Engram,NYG,74.0
M.Gallup,DAL,61.0
A.Cooper,DAL,44.0
S.Barkley,NYG,90.0
E.Engram,NYG,89.0
E.Engram,NYG,75.0
E.Engram,NYG,85.0
S.Barkley,NYG,79.0
E.Engram,NYG,62.0
E.Engram,NYG,52.0
W.Gallman Jr,NYG,15.0
W.Gallman Jr,NYG,61.0
E.Engram,NYG,56.0
W.Gallman Jr,NYG,50.0
R.Ellison,NYG,44.0
J.Edelman,NE,65.0
J.Smith-Schuster,PIT,84.0
J.Conner,PIT,77.0
J.Holton,PIT,61.0
J.Edelman,NE,82.0
R.Burkhead,NE,82.0
P.Dorsett,NE,60.0
J.White,NE,52.0
J.Gordon,NE,20.0
D.Moncrief,PIT,83.0
D.Johnson,PIT,85.0
J.Meyers,NE,62.0
J.White,NE,40.0
J.Gordon,NE,29.0
J.Edelman,NE,19.0
J.White,NE,9.0
R.Burkhead,NE,7.0
J.Gordon,NE,7.0
R.Switzer,PIT,79.0
R.Switzer,PIT,71.0
R.Izzo,NE,62.0
J.White,NE,62.0
J.White,NE,73.0
J.Edelman,NE,65.0
J.Edelman,NE,49.0
P.Dorsett,NE,25.0
D.Moncrief,PIT,75.0
D.Moncrief,PIT,75.0
J.Smith-Schuster,PIT,75.0
R.Switzer,PIT,56.0
J.Washington,PIT,55.0
D.Johnson,PIT,55.0
D.Moncrief,PIT,47.0
R.Burkhead,NE,53.0
R.Burkhead,NE,42.0
J.Edelman,NE,37.0
J.White,NE,37.0
P.Dorsett,NE,27.0
R.Burkhead,NE,23.0
J.White,NE,23.0
J.Conner,PIT,75.0
R.Switzer,PIT,70.0
J.Smith-Schuster,PIT,63.0
J.Smith-Schuster,PIT,63.0
J.Washington,PIT,63.0
D.Moncrief,PIT,18.0
D.Moncrief,PIT,1.0
J.Edelman,NE,75.0
R.Izzo,NE,61.0
P.Dorsett,NE,58.0
J.Conner,PIT,72.0
J.Conner,PIT,65.0
D.Johnson,PIT,47.0
J.Washington,PIT,47.0
J.Holton,PIT,47.0
J.Edelman,NE,90.0
J.Gordon,NE,86.0
R.Burkhead,NE,42.0
J.Smith-Schuster,PIT,75.0
J.Smith-Schuster,PIT,66.0
R.Switzer,PIT,58.0
R.Switzer,PIT,51.0
D.Johnson,PIT,46.0
D.Moncrief,PIT,46.0
D.Moncrief,PIT,46.0
D.Moncrief,PIT,45.0
J.Edelman,NE,40.0
R.Burkhead,NE,37.0
J.Edelman,NE,21.0
R.Burkhead,NE,21.0
J.Edelman,NE,21.0
J.Smith-Schuster,PIT,80.0
D.Moncrief,PIT,54.0
J.Washington,PIT,51.0
J.Washington,PIT,41.0
J.Samuels,PIT,55.0
J.Smith-Schuster,PIT,68.0
V.McDonald,PIT,59.0
V.McDonald,PIT,40.0
J.Samuels,PIT,40.0
D.Johnson,PIT,40.0
J.Washington,PIT,32.0
V.McDonald,PIT,26.0
V.McDonald,PIT,26.0
O.Howard,TB,73.0
C.Godwin,TB,70.0
G.Kittle,SF,32.0
G.Kittle,SF,18.0
G.Kittle,SF,18.0
C.Godwin,TB,65.0
B.Perriman,TB,51.0
M.Evans,TB,46.0
B.Wilson,TB,48.0
M.Goodwin,SF,79.0
T.Coleman,SF,72.0
B.Perriman,TB,78.0
M.Evans,TB,73.0
P.Barber,TB,54.0
C.Godwin,TB,34.0
C.Brate,TB,17.0
P.Barber,TB,26.0
R.Jones,TB,26.0
O.Howard,TB,19.0
D.Samuel,SF,94.0
D.Samuel,SF,79.0
T.Coleman,SF,88.0
T.Coleman,SF,75.0
D.Pettis,SF,31.0
R.Mostert,SF,22.0
K.Bourne,SF,27.0
K.Bourne,SF,18.0
O.Howard,TB,75.0
G.Kittle,SF,20.0
G.Kittle,SF,27.0
D.Samuel,SF,27.0
M.Goodwin,SF,73.0
G.Kittle,SF,73.0
G.Kittle,SF,63.0
R.James,SF,39.0
P.Barber,TB,78.0
M.Evans,TB,75.0
