Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
Brandon BoldenNE,2.0,8.3,0.0,2.6,22.2,0.1,0.0,3.9
Alexander MattisonMIN,4.7,20.0,0.1,1.2,9.8,0.1,0.0,3.9
Mark Ingram IINO,4.7,20.7,0.1,1.0,9.3,0.0,0.0,3.9
Nyheim HinesIND,3.0,12.7,0.1,1.9,16.4,0.1,0.0,3.9
Zack MossBUF,4.9,18.9,0.1,0.9,7.3,0.1,0.0,3.7
Peyton BarberLV,4.9,19.3,0.1,1.0,8.0,0.0,0.0,3.6
Ty JohnsonNYJ,3.6,14.6,0.0,2.0,16.5,0.1,0.0,3.6
JaQuan HardyDAL,3.8,15.6,0.1,1.0,8.6,0.1,0.0,3.4
Craig ReynoldsDET,5.0,19.7,0.1,0.9,6.7,0.0,0.0,3.3
Chris EvansCIN,5.4,18.2,0.1,1.1,8.3,0.0,0.0,3.3
DeeJay DallasSEA,2.6,10.8,0.1,1.1,8.4,0.1,0.0,2.8
La'Mical PerineNYJ,0.0,16.3,0.1,0.5,2.3,0.0,0.0,2.7
Salvon AhmedMIA,0.0,16.2,0.1,0.6,3.7,0.0,0.0,2.6
Trayveon WilliamsCIN,3.9,17.5,0.1,0.4,3.2,0.0,0.0,2.6
Phillip LindsayMIA,4.0,16.6,0.1,0.4,2.8,0.0,0.0,2.6
Austin WalterNYJ,2.9,14.9,0.1,0.5,3.4,0.0,0.0,2.5
Royce FreemanHOU,3.8,15.5,0.0,0.7,5.1,0.0,0.0,2.4
Alex CollinsSEA,3.3,13.7,0.1,0.5,3.7,0.0,0.0,2.4
Jonathan WilliamsWAS,1.6,9.2,0.1,1.0,8.7,0.0,0.0,2.4
Kyle JuszczykSF,0.5,1.6,0.0,1.5,14.8,0.1,0.0,2.2
Khalil HerbertCHI,2.9,12.0,0.1,0.6,4.8,0.0,0.0,2.2
Jeff Wilson Jr.SF,2.2,11.2,0.1,0.6,5.5,0.0,0.0,2.1
J.J. TaylorNE,0.0,12.8,0.1,0.4,1.6,0.0,0.0,2.1
Travis HomerSEA,2.6,11.0,0.1,0.7,5.4,0.0,0.0,2.1
Eno BenjaminARI,3.0,10.5,0.1,0.4,3.7,0.0,0.0,2.0
Qadree OllisonATL,2.4,11.0,0.1,0.4,3.1,0.0,0.0,1.9
JaMycal HastySF,1.4,5.7,0.0,1.3,9.8,0.0,0.0,1.8
Jerick McKinnonKC,1.3,6.5,0.1,0.9,6.4,0.0,0.0,1.8
Damien WilliamsCHI,1.5,6.8,0.1,0.8,5.4,0.0,0.0,1.7
Demetric FeltonCLE,1.9,6.1,0.1,0.6,5.5,0.0,0.0,1.6
Kenjon BarnerTB,1.7,6.9,0.1,0.6,3.9,0.0,0.0,1.6
Joshua KelleyLAC,1.8,9.3,0.1,0.4,2.5,0.0,0.0,1.6
Ito SmithDAL,1.8,7.3,0.1,0.7,4.3,0.0,0.0,1.6
Benny Snell Jr.PIT,2.4,9.3,0.0,0.4,2.6,0.0,0.0,1.5
Buddy HowellLAR,1.8,7.5,0.1,0.2,1.2,0.0,0.0,1.4
Ty MontgomeryNO,0.0,3.8,0.1,0.5,6.6,0.0,0.0,1.3
Jake FunkLAR,1.8,5.3,0.1,0.2,1.4,0.0,0.0,1.1
Kene NwangwuMIN,1.8,7.2,0.0,0.2,2.5,0.0,0.0,1.1
Reggie BonnafonWAS,0.9,5.0,0.0,0.5,5.0,0.0,0.0,1.0
Adam PrenticeNO,0.1,0.0,0.0,0.9,10.0,0.0,0.0,1.0
C.J. HamMIN,0.4,1.7,0.0,0.7,5.8,0.0,0.0,1.0
Elijhaa PennyNYG,1.6,5.4,0.0,0.3,2.2,0.0,0.0,0.9
Mekhi SargentJAC,0.7,5.2,0.0,0.2,1.8,0.0,0.0,0.9
Tony Jones Jr.NO,0.8,5.0,0.0,0.3,2.2,0.0,0.0,0.9
Josh JohnsonBAL,1.2,5.0,0.0,0.3,3.0,0.0,0.0,0.8
Mike BooneDEN,0.7,4.8,0.0,0.2,1.3,0.0,0.0,0.8
Trey EdmundsPIT,0.0,5.1,0.0,0.2,0.7,0.0,0.0,0.7
Patrick RicardBAL,0.0,1.5,0.0,0.5,2.8,0.0,0.0,0.6
Ty'Son WilliamsBAL,0.2,2.5,0.0,0.2,1.6,0.0,0.0,0.6
Taiwan JonesBUF,0.0,1.7,0.0,0.3,2.9,0.0,0.0,0.6
Deon JacksonIND,1.1,3.0,0.0,0.2,1.2,0.0,0.0,0.5
Nathan CottrellJAC,0.7,3.0,0.0,0.2,2.0,0.0,0.0,0.5
Kalen BallagePIT,0.8,3.1,0.0,0.2,0.8,0.0,0.0,0.5
Keith SmithATL,0.3,1.8,0.0,0.3,2.2,0.0,0.0,0.5
Godwin IgwebuikeDET,0.5,2.0,0.0,0.2,2.0,0.0,0.0,0.4
Michael BurtonKC,0.4,2.4,0.0,0.2,0.6,0.0,0.0,0.4
Damarea CrockettDEN,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.3
Larry Rountree IIILAC,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3
Khari BlasingameTEN,0.1,1.5,0.0,0.1,0.5,0.0,0.0,0.3
Andy JanovichCLE,0.1,0.3,0.0,0.2,1.5,0.0,0.0,0.3
Nick BawdenNYJ,0.0,1.0,0.0,0.3,0.7,0.0,0.0,0.2
Gabe NabersLAC,0.0,0.7,0.0,0.2,1.1,0.0,0.0,0.2
Jakob JohnsonNE,0.0,0.8,0.0,0.2,0.6,0.0,0.0,0.2
Derek WattPIT,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.2
Cullen GillaspiaNYG,0.0,0.6,0.0,0.1,0.3,0.0,0.0,0.2
Dwayne WashingtonNO,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.1
Nick BelloreSEA,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.1
Giovanni RicciCAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie GilliamBUF,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
