,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Harrison Butker(KC),34,38,89.5,56,0,9,9,13,3,45,48,16,166.0,10.4,76.6%
1,2,Wil Lutz(NO),32,36,88.9,58,1,9,6,13,3,48,49,16,163.0,10.2,3.3%
2,3,Justin Tucker(BAL),28,29,96.6,51,0,8,9,10,1,57,59,16,153.0,9.6,98.0%
3,4,Matt Gay(LAR),27,35,77.1,58,0,6,5,11,5,43,48,16,145.0,9.1,89.8%
4,5,Zane Gonzalez(CAR),31,35,88.6,54,0,12,12,5,2,34,35,16,136.0,8.5,2.6%
5,6,Josh Lambo(FA),33,34,97.1,56,0,12,9,8,4,19,20,16,134.0,8.4,3.2%
6,7,Matt Prater(ARI),26,31,83.9,56,0,11,2,6,7,35,36,16,133.0,8.3,52.8%
7,8,Dan Bailey(FA),27,29,93.1,50,0,10,9,5,3,40,44,16,132.0,8.3,0.0%
8,9,Brandon McManus(DEN),29,34,85.3,53,0,6,8,11,4,25,26,16,131.0,8.2,44.3%
9,10,Joey Slye(WAS),25,32,78.1,55,0,4,5,8,8,31,35,16,130.0,8.1,1.6%
10,11,Greg Zuerlein(DAL),24,33,72.7,58,0,7,7,5,5,42,42,16,129.0,8.1,74.2%
11,12,Chris Boswell(PIT),29,31,93.5,51,1,11,7,9,1,28,28,16,126.0,7.9,51.0%
12,13,Jason Myers(SEA),23,28,82.1,54,0,6,11,4,2,40,44,16,117.0,7.3,22.1%
13,14,Randy Bullock(TEN),27,31,87.1,57,0,10,6,10,1,24,25,16,117.0,7.3,10.8%
14,15,Robbie Gould(SF),23,31,74.2,47,0,9,8,6,0,41,42,13,116.0,8.9,22.5%
15,16,Austin Seibert(DET),25,29,86.2,53,0,6,9,9,1,30,35,16,116.0,7.3,0.1%
16,17,Jason Sanders(MIA),23,30,76.7,54,0,7,8,5,3,29,30,16,115.1,7.2,22.6%
17,18,Mason Crosby(GB),22,24,91.7,54,1,2,11,7,1,40,41,16,115.0,7.2,40.7%
18,19,Ka'imi Fairbairn(HOU),20,25,80.0,54,0,5,8,4,3,40,45,16,110.0,6.9,0.8%
19,20,Jake Elliott(PHI),22,26,84.6,53,0,7,8,5,2,35,37,16,109.0,6.8,22.5%
20,21,Dustin Hopkins(LAC),25,30,83.3,53,0,7,8,8,2,21,22,16,108.0,6.8,14.5%
21,22,Stephen Hauschka(FA),22,28,78.6,51,0,5,7,9,1,30,32,16,107.0,6.7,0.0%
22,23,Brett Maher(NO),20,30,66.7,63,0,9,6,1,4,36,36,13,105.0,8.1,1.9%
23,24,Eddy Pineiro(NYJ),23,28,82.1,53,1,8,9,3,2,27,29,16,103.0,6.4,0.2%
24,25,Daniel Carlson(LV),19,26,73.1,48,0,8,5,6,0,34,36,16,97.0,6.1,74.3%
25,26,Younghoe Koo(ATL),23,26,88.5,50,0,6,9,7,1,15,16,8,93.0,11.6,40.9%
26,27,Sam Ficken(TEN),19,27,70.4,54,0,2,7,7,3,23,26,15,93.0,6.2,0.1%
27,28,Chase McLaughlin(CLE),18,23,78.3,50,1,5,4,5,3,26,26,11,91.0,8.3,7.1%
28,29,Adam Vinatieri(FA),17,25,68.0,55,0,6,6,3,2,22,28,12,80.0,6.7,0.2%
29,30,Aldrick Rosas(FA),12,17,70.6,45,0,6,5,1,0,35,39,16,72.0,4.5,1.8%
30,31,Michael Badgley(IND),13,16,81.3,49,0,5,2,6,0,19,19,9,64.0,7.1,19.9%
31,32,Nick Folk(NE),14,17,82.4,51,1,5,3,4,1,12,12,7,60.0,8.6,81.8%
32,33,Kai Forbath(LAR),11,11,100.0,50,0,2,1,7,1,11,12,5,53.0,10.6,3.0%
33,34,Matt Bryant(FA),9,14,64.3,52,0,1,3,3,2,14,15,8,48.0,6.0,1.1%
34,35,Ty Long(LAC),7,9,77.8,51,0,0,2,4,1,9,9,16,36.0,2.3,0.7%
35,36,Stephen Gostkowski(FA),7,8,87.5,41,0,3,3,1,0,11,15,4,33.0,8.3,0.1%
36,37,Mike Nugent(FA),5,8,62.5,37,0,3,2,0,0,15,16,5,30.0,6.0,1.0%
37,38,Cairo Santos(CHI),4,9,44.4,53,0,0,1,2,1,12,12,5,28.0,5.6,2.1%
38,39,Ryan Succop(TB),1,6,16.7,31,0,0,1,0,0,24,25,7,27.0,3.9,57.4%
39,40,Cody Parkey(FA),3,3,100.0,51,0,0,0,2,1,5,6,4,18.0,4.5,0.4%
40,41,Greg Joseph(MIN),0,0,0,0,0,0,0,0,0,9,9,3,9.0,3.0,69.1%
41,42,Riley Patterson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
42,43,Alex Kessman(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
43,44,Chris Naggar(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
44,45,Jose Borregales(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
45,46,Quinn Nordin(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
46,47,Brian Johnson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
47,48,Evan McPherson(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2%
48,49,Kaare Vedvik(FA),0,1,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.2%
49,50,Ryan Santoso(LAR),0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.1%
50,51,Matt McCrane(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
51,52,Kasey Redfern(FA),0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
52,53,Austin MacGinnis(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
53,54,Cameron Nizialek(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,55,Chris Blewitt(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
55,56,Matthew Wright(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
56,57,Lirim Hajrullahu(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
57,58,Rodrigo Blankenship(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1%
58,59,Jake Verity(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
59,60,Tyler Bass(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8%
60,61,JJ Molson(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,62,Sam Sloman(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
62,63,Matt Ammendola(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
63,64,Parker Douglass(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
64,65,Piotr Czech(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
65,66,Sebastian Janikowski(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,20.0%
66,67,Steven Weatherford(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
67,68,Zac Derr(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
68,69,Ricky Schmit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,70,Jason Reda(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
70,71,Andrew Wellock(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
71,72,Carlos Martinez(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
72,73,Garrett Rivas(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
73,74,Graham Gano(NYG),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,31.4%
74,75,MacKenzie Hoambrecker(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
75,76,Mark Hickok(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
76,77,Caleb Sturgis(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
77,78,Andrew Jacas(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
78,79,Sergio Castillo(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
79,80,Michael Palardy(MIA),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,33.3%
80,81,Giorgio Tavecchio(TEN),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%
81,82,Garrett Lindholm(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
82,83,Connor Hughes(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
83,84,Clint Stitser(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
84,85,Saverio Rocca(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
