rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Matt Prater,2,2,100.0,49,0,0,0,2,0,0,0,1,8.0,8.0,52.8,ARI,K,12,2010
2,Graham Gano,2,2,100.0,42,0,0,1,1,0,0,0,1,7.0,7.0,31.4,NYG,K,12,2010
3,Ryan Succop,0,1,0.0,0,0,0,0,1,0,0,0,1,4.0,4.0,57.4,TB,K,12,2010
4,Nick Folk,1,2,50.0,27,0,1,0,0,0,0,0,1,3.0,3.0,81.8,NE,K,12,2010
5,Mason Crosby,1,1,100.0,22,0,1,0,0,0,0,0,1,3.0,3.0,40.7,GB,K,12,2010
6,Robbie Gould,1,1,100.0,23,0,1,0,0,0,0,0,1,3.0,3.0,22.5,SF,K,12,2010
7,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,K,12,2010
8,Adam Vinatieri,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,FA,K,12,2010
9,Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,K,12,2010
10,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,12,2010
11,Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,K,12,2010
12,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,K,12,2010
13,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,K,12,2010
14,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,K,12,2010
15,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,K,12,2010
16,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,K,12,2010
