,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
61,Josh Bellamy,WR,CHI,1,30,30,81,0,7,3,7,0.4,1.3
62,Travis Kelce,TE,KC,1,42,42,89,0,19,10,19,21.4,51.0
63,Marquise Goodwin,WR,SF,1,58,58,77,0,14,14,14,9.9,17.1
64,Russell Shepard,WR,CAR,1,32,32,56,0,16,9,16,2.9,9.1
65,DeAndre Hopkins,WR,HOU,1,81,81,100,0,17,10,17,8.0,9.9
66,Kenny Stills,WR,MIA,1,54,54,81,0,24,9,24,13.8,25.6
67,Cordarrelle Patterson,RB,OAK,1,34,34,52,6,12,18,18,9.8,28.8
68,Keenan Allen,WR,LAC,1,64,64,91,0,22,16,22,16.5,25.8
69,Tavon Austin,WR,LAR,1,11,11,19,27,9,27,36,0.8,7.3
70,Giovani Bernard,RB,CIN,1,44,44,69,30,7,34,36,9.6,21.8
71,Le'Veon Bell,RB,PIT,1,63,63,95,29,10,37,38,24.2,38.4
72,Theo Riddick,RB,DET,1,40,40,63,23,13,35,35,12.2,30.5
73,Rex Burkhead,RB,NE,1,22,22,31,55,18,68,73,22.3,101.4
74,Kenjon Barner,RB,PHI,1,2,2,3,0,50,0,50,0.0,0.0
75,Geno Smith,QB,NYG,1,62,62,100,5,0,60,60,9.8,15.8
76,Zach Ertz,TE,PHI,1,45,45,60,0,9,4,9,2.4,5.3
77,Levine Toilolo,TE,ATL,1,24,24,45,0,8,8,8,2.5,10.4
78,Kyle Juszczyk,RB,SF,1,40,40,53,3,8,10,10,2.3,5.8
79,Luke Willson,TE,SEA,1,20,20,32,0,0,0,0,0.0,0.0
80,Latavius Murray,RB,MIN,1,30,30,45,53,10,63,63,9.7,32.3
81,Demetrius Harris,TE,KC,1,20,20,43,0,0,0,0,0.0,0.0
82,Zach Line,RB,NO,1,17,17,27,0,0,0,0,0.0,0.0
83,James Develin,RB,NE,1,17,17,24,0,0,0,0,0.0,0.0
84,Jack Doyle,TE,IND,1,64,64,93,0,8,5,8,1.6,2.5
85,Patrick DiMarco,RB,BUF,1,5,5,7,0,0,0,0,0.0,0.0
86,Blake Bortles,QB,JAC,1,65,65,98,5,0,58,58,25.1,38.6
87,Derek Carr,QB,OAK,1,65,65,100,2,0,57,57,15.4,23.7
88,Logan Thomas,TE,BUF,1,22,22,33,0,9,9,9,1.0,4.5
89,Carlos Hyde,RB,SF,1,51,51,68,33,10,39,43,6.6,12.9
90,Devonta Freeman,RB,ATL,1,39,39,74,31,5,33,36,8.1,20.8
91,Sammy Watkins,WR,LAR,1,58,58,100,0,7,5,7,9.8,16.9
92,Mike Evans,WR,TB,1,66,66,87,0,9,3,9,3.3,5.0
93,Brandin Cooks,WR,NE,1,68,68,97,1,4,4,6,2.2,3.2
94,Davante Adams,WR,GB,1,49,49,89,0,12,8,12,4.2,8.6
95,Jordan Matthews,WR,BUF,1,51,51,76,0,6,2,6,1.4,2.7
96,Donte Moncrief,WR,IND,1,50,50,72,0,16,10,16,3.7,7.4
97,Jarvis Landry,WR,MIA,1,53,53,79,0,11,9,11,6.2,11.7
98,Paul Richardson Jr.,WR,SEA,1,52,52,84,0,8,4,8,0.8,1.5
99,Eric Ebron,TE,DET,1,29,29,46,0,14,14,14,3.8,13.1
100,Trey Burton,TE,PHI,1,21,21,28,0,33,19,33,4.2,20.0
101,James White,RB,NE,1,28,28,40,18,21,32,39,5.0,17.9
102,Cody Latimer,WR,DEN,1,48,48,67,0,6,2,6,0.5,1.0
103,Jimmy Garoppolo,QB,SF,1,75,75,100,5,0,55,55,10.5,14.0
104,Jerick McKinnon,RB,MIN,1,36,36,54,25,14,39,39,11.2,31.1
105,Richard Rodgers,TE,GB,1,29,29,53,0,7,3,7,0.4,1.4
106,Ryan Grant,WR,WAS,1,53,53,88,0,17,9,17,13.6,25.7
107,Albert Wilson,WR,KC,1,42,42,89,0,12,7,12,2.7,6.4
108,Taylor Gabriel,WR,ATL,1,28,28,53,4,7,7,11,1.1,3.9
109,Willie Snead IV,WR,NO,1,23,23,36,0,9,9,9,3.1,13.5
110,Bennie Fowler III,WR,DEN,1,19,19,26,0,21,5,21,2.3,12.1
111,Dontrelle Inman,WR,CHI,1,35,35,95,0,6,6,6,8.1,23.1
112,Keith Smith,RB,DAL,1,7,7,10,0,0,0,0,0.0,0.0
113,Senorise Perry,RB,MIA,1,12,12,18,42,0,42,42,2.2,18.3
114,Adam Thielen,WR,MIN,1,60,60,90,0,8,7,8,5.1,8.5
115,Cameron Brate,TE,TB,1,32,32,42,0,19,6,19,15.9,49.7
116,Roosevelt Nix,RB,PIT,1,5,5,8,0,20,0,20,0.0,0.0
117,Josh Hill,TE,NO,1,43,43,67,0,5,2,5,-1.2,-2.8
118,Darren Fells,TE,DET,1,31,31,49,0,6,6,6,1.0,3.2
119,Seth Roberts,WR,OAK,1,46,46,71,0,13,11,13,4.6,10.0
120,Marcus Mariota,QB,TEN,1,54,54,100,6,0,48,48,18.3,33.9
121,Jameis Winston,QB,TB,1,76,76,100,7,0,49,49,18.6,24.5
122,DeVante Parker,WR,MIA,1,56,56,84,0,7,2,7,0.5,0.9
123,Melvin Gordon III,RB,LAC,1,53,53,76,36,8,43,43,10.6,20.0
124,Brett Hundley,QB,GB,1,55,55,100,13,0,53,53,8.0,14.5
125,Todd Gurley II,RB,LAR,1,55,55,95,35,13,45,47,15.8,28.7
126,Devin Funchess,WR,CAR,1,47,47,82,0,15,9,15,12.0,25.5
127,Maxx Williams,TE,BAL,1,30,30,47,0,7,3,7,0.1,0.3
128,Tevin Coleman,RB,ATL,1,20,20,38,40,30,55,70,4.9,24.5
129,Duke Johnson Jr.,RB,CLE,1,34,34,54,21,12,26,32,1.2,3.5
130,Jay Ajayi,RB,PHI,1,31,31,41,29,13,39,42,4.6,14.8
131,T.J. Yeldon,RB,JAC,1,5,5,8,0,40,40,40,2.5,50.0
132,Mike Davis,RB,SEA,1,45,45,73,36,9,44,44,10.1,22.4
133,Clive Walford,TE,OAK,1,25,25,38,0,16,16,16,5.7,22.8
134,Jesse James,TE,PIT,1,58,58,88,0,2,2,2,1.3,2.2
135,Tyler Kroft,TE,CIN,1,59,59,92,0,3,3,3,3.0,5.1
136,Nick Boyle,TE,BAL,1,43,43,67,0,7,2,7,1.1,2.6
137,Blake Bell,TE,MIN,1,28,28,42,0,0,0,0,0.0,0.0
138,Nelson Agholor,WR,PHI,1,66,66,88,0,18,11,18,20.1,30.5
139,Justin Hardy,WR,ATL,1,11,11,21,0,0,0,0,0.0,0.0
140,Tyler Lockett,WR,SEA,1,29,29,47,0,7,7,7,7.7,26.6
141,Jamison Crowder,WR,WAS,1,49,49,82,0,14,10,14,4.7,9.6
142,Phillip Dorsett II,WR,NE,1,48,48,69,0,0,0,0,0.0,0.0
143,Stefon Diggs,WR,MIN,1,48,48,72,2,10,6,13,3.7,7.7
144,Chris Manhertz,TE,CAR,1,20,20,35,0,5,0,5,0.0,0.0
145,C.J. Uzomah,TE,CIN,1,9,9,14,0,11,11,11,2.1,23.3
146,Trevor Siemian,QB,DEN,1,72,72,100,4,0,61,61,3.6,5.0
147,James O'Shaughnessy,TE,JAC,1,4,4,6,0,25,25,25,2.9,72.5
148,Geoff Swaim,TE,DAL,1,10,10,15,0,0,0,0,0.0,0.0
149,Michael Burton,RB,CHI,1,9,9,24,0,0,0,0,0.0,0.0
150,Damiere Byrd,WR,CAR,1,23,23,40,0,9,4,9,1.2,5.2
151,J.J. Nelson,WR,ARI,1,50,50,78,0,16,4,16,4.2,8.4
152,Tyrell Williams,WR,LAC,1,51,51,73,0,6,2,6,0.8,1.6
153,Eric Tomlinson,TE,NYJ,1,43,43,47,0,0,0,0,0.0,0.0
154,Rod Smith,RB,DAL,1,27,27,40,37,4,37,41,8.7,32.2
155,Daniel Brown,TE,CHI,1,11,11,30,0,9,9,9,1.3,11.8
156,Adam Humphries,WR,TB,1,42,42,55,0,10,10,10,3.3,7.9
157,Laquon Treadwell,WR,MIN,1,19,19,28,0,5,5,5,0.9,4.7
158,Jared Goff,QB,LAR,1,58,58,100,2,0,55,55,15.0,25.9
159,Corey Coleman,WR,CLE,1,51,51,81,0,8,0,8,0.0,0.0
160,Josh Doctson,WR,WAS,1,60,60,100,0,8,5,8,8.6,14.3
161,Derrick Henry,RB,TEN,1,24,24,44,46,0,46,46,16.9,70.4
162,Carson Wentz,QB,PHI,1,75,75,100,8,0,68,68,16.9,22.5
163,Michael Thomas,WR,NO,1,48,48,75,0,19,10,19,13.0,27.1
164,Alex Collins,RB,BAL,1,33,33,52,45,6,52,52,21.8,66.1
165,Tyler Boyd,WR,CIN,1,15,15,23,0,20,13,20,1.5,10.0
166,Paul Perkins,RB,NYG,1,4,4,6,75,0,75,75,1.2,30.0
167,Devontae Booker,RB,DEN,1,11,11,15,18,9,27,27,0.8,7.3
168,Pharoh Cooper,WR,LAR,1,10,10,17,10,10,20,20,0.3,3.0
169,Hunter Henry,TE,LAC,1,50,50,71,0,18,14,18,8.1,16.2
170,Sterling Shepard,WR,NYG,1,61,61,98,0,10,5,10,5.6,9.2
171,Austin Hooper,TE,ATL,1,34,34,64,0,12,9,12,2.1,6.2
172,Jordan Howard,RB,CHI,1,22,22,59,59,9,64,68,3.3,15.0
173,Rashard Higgins,WR,CLE,1,36,36,57,0,0,0,0,0.0,0.0
174,Dak Prescott,QB,DAL,1,67,67,100,7,0,40,40,14.9,22.2
175,Tyler Higbee,TE,LAR,1,38,38,66,0,3,3,3,0.6,1.6
176,Kenyan Drake,RB,MIA,1,53,53,79,43,9,49,53,20.1,37.9
177,Jacoby Brissett,QB,IND,1,69,69,100,9,0,61,61,10.6,15.4
178,Nick Vannett,TE,SEA,1,33,33,53,0,9,9,9,4.0,12.1
179,Chris Moore,WR,BAL,1,32,32,50,3,13,13,16,2.8,8.8
180,Demarcus Robinson,WR,KC,1,29,29,62,0,10,7,10,1.7,5.9
181,Seth DeValve,TE,CLE,1,36,36,57,0,8,6,8,3.3,9.2
182,Jakeem Grant Sr.,WR,MIA,1,2,2,3,50,0,50,50,0.2,10.0
183,Robby Anderson,WR,NYJ,1,62,62,68,2,19,15,21,11.4,18.4
184,D.J. Foster,RB,ARI,1,28,28,44,7,18,14,25,2.5,8.9
185,Alex Erickson,WR,CIN,1,11,11,17,0,0,0,0,0.0,0.0
186,Josh Ferguson,RB,IND,1,16,16,23,0,19,19,19,1.6,10.0
187,Stephen Anderson,TE,HOU,1,68,68,84,0,18,7,18,13.9,20.4
188,Andy Janovich,RB,DEN,1,12,12,17,0,0,0,0,0.0,0.0
189,Derek Watt,RB,LAC,1,7,7,10,0,0,0,0,0.0,0.0
190,Tyreek Hill,WR,KC,1,42,42,89,0,21,14,21,30.5,72.6
191,Johnny Holton,WR,OAK,1,51,51,78,0,14,6,14,7.9,15.5
192,DeAndre Washington,RB,OAK,1,14,14,22,43,0,43,43,7.6,54.3
193,Jerell Adams,TE,NYG,1,7,7,11,0,0,0,0,0.0,0.0
194,Jake Rudock,QB,DET,1,9,9,14,0,0,56,56,-1.0,-11.1
195,Trevor Davis,WR,GB,1,1,1,2,0,0,0,0,0.0,0.0
196,Geronimo Allison,WR,GB,1,9,9,16,0,11,0,11,0.0,0.0
197,Danny Vitale,RB,CLE,1,4,4,6,0,0,0,0,0.0,0.0
198,Mike Thomas,WR,LAR,1,1,1,2,0,0,0,0,0.0,0.0
199,Peyton Barber,RB,TB,1,52,52,68,44,8,52,52,14.3,27.5
200,Chester Rogers,WR,IND,1,54,54,78,2,11,9,13,3.3,6.1
201,Marvin Hall,WR,ATL,1,7,7,13,0,29,14,29,2.0,28.6
202,Jalen Richard,RB,OAK,1,13,13,20,8,23,15,31,0.9,6.9
203,C.J. Ham,RB,MIN,1,25,25,37,4,4,8,8,1.3,5.2
204,J.D. McKissic,RB,SEA,1,9,9,15,11,33,22,44,7.4,82.2
205,Garrett Griffin,TE,NO,1,2,2,3,0,0,0,0,0.0,0.0
206,Tommylee Lewis,WR,NO,1,1,1,2,0,100,100,100,0.2,20.0
207,Elijhaa Penny,RB,ARI,1,5,5,8,40,0,40,40,6.4,128.0
208,Leonard Fournette,RB,JAC,1,51,51,77,39,8,45,47,13.9,27.3
209,O.J. Howard,TE,TB,1,55,55,72,0,4,2,4,1.7,3.1
210,Mitchell Trubisky,QB,CHI,1,37,37,100,11,0,51,51,10.0,27.0
211,Corey Davis,WR,TEN,1,43,43,80,0,9,5,9,1.2,2.8
212,DeShone Kizer,QB,CLE,1,63,63,100,8,0,59,59,13.2,21.0
213,Christian McCaffrey,RB,CAR,1,40,40,70,15,15,28,30,10.9,27.3
214,David Njoku,TE,CLE,1,34,34,54,0,18,12,18,13.4,39.4
215,Chris Godwin,WR,TB,1,17,17,22,0,18,12,18,2.4,14.1
216,Evan Engram,TE,NYG,1,53,53,85,0,15,13,15,15.9,30.0
217,Nathan Peterman,QB,BUF,1,22,22,33,5,0,73,73,2.9,13.2
218,Joe Mixon,RB,CIN,1,17,17,27,41,6,47,47,4.2,24.7
219,Alvin Kamara,RB,NO,1,37,37,58,24,16,38,41,24.6,66.5
220,Wayne Gallman Jr.,RB,NYG,1,14,14,23,21,7,29,29,1.9,13.6
221,Samaje Perine,RB,WAS,1,34,34,57,35,9,44,44,6.9,20.3
222,Jamaal Williams,RB,GB,1,48,48,87,44,6,48,50,18.3,38.1
223,Kareem Hunt,RB,KC,1,40,40,85,23,13,30,35,6.3,15.8
224,Taywan Taylor,WR,TEN,1,19,19,35,0,11,11,11,1.5,7.9
225,JuJu Smith-Schuster,WR,PIT,1,54,54,82,0,9,7,9,1.7,3.1
226,Chad Hansen,WR,NYJ,1,48,48,53,0,6,4,6,2.5,5.2
227,Zay Jones,WR,BUF,1,65,65,97,0,11,3,11,2.2,3.4
228,Cooper Kupp,WR,LAR,1,51,51,88,0,12,10,12,6.8,13.3
229,Amara Darboh,WR,SEA,1,8,8,13,0,0,0,0,0.0,0.0
230,Dede Westbrook,WR,JAC,1,54,54,82,0,17,11,17,7.8,14.4
231,Josh Reynolds,WR,LAR,1,42,42,72,0,14,5,14,0.6,1.4
232,Noah Brown,WR,DAL,1,16,16,24,0,6,6,6,-0.2,-1.3
233,Marlon Mack,RB,IND,1,30,30,43,20,7,23,27,5.4,18.0
234,Corey Clement,RB,PHI,1,28,28,37,11,11,21,21,3.7,13.2
235,James Conner,RB,PIT,1,3,3,5,100,0,100,100,1.2,40.0
236,Tarik Cohen,RB,CHI,1,16,16,43,13,25,38,38,4.4,27.5
237,Elijah McGuire,RB,NYJ,1,19,19,21,26,0,26,26,4.0,21.1
238,Adam Shaheen,TE,CHI,1,9,9,24,0,0,0,0,0.0,0.0
239,Gerald Everett,TE,LAR,1,18,18,31,0,22,11,22,6.7,37.2
240,Jonnu Smith,TE,TEN,1,35,35,65,0,3,0,3,0.0,0.0
241,Jeremy Sprinkle,TE,WAS,1,2,2,3,0,0,0,0,0.0,0.0
242,Austin Ekeler,RB,LAC,1,20,20,29,20,15,30,35,4.0,20.0
243,Kenny Golladay,WR,DET,1,48,48,76,0,6,4,6,4.4,9.2
244,Mack Hollins,WR,PHI,1,17,17,23,0,6,6,6,1.0,5.9
245,George Kittle,TE,SF,1,27,27,36,0,11,7,11,2.0,7.4
246,Antony Auclair,TE,TB,1,14,14,18,0,7,7,7,1.1,7.9
247,Trent Taylor,WR,SF,1,31,31,41,0,19,19,19,9.2,29.7
248,Jacob Hollister,TE,NE,1,7,7,10,0,14,0,14,0.0,0.0
249,Josh Malone,WR,CIN,1,33,33,52,0,6,6,6,0.9,2.7
250,Isaiah McKenzie,WR,DEN,1,5,5,7,0,0,0,0,0.0,0.0
251,Aaron Jones,RB,GB,1,2,2,4,50,0,50,50,8.0,400.0
252,Eric Saubert,TE,ATL,1,2,2,4,0,0,0,0,0.0,0.0
253,Alex Armah Jr.,RB,CAR,1,6,6,11,0,0,0,0,0.0,0.0
254,Chad Williams,WR,ARI,1,23,23,36,0,4,0,4,0.0,0.0
255,Ricky Seals-Jones,TE,ARI,1,15,15,23,0,33,13,33,4.4,29.3
256,JoJo Natson,WR,NYJ,1,3,3,3,0,0,0,0,0.0,0.0
257,Keelan Cole Sr.,WR,JAC,1,48,48,73,0,6,6,6,10.9,22.7
258,Isaac Whitney,WR,OAK,1,15,15,23,0,7,0,7,0.0,0.0
259,Matt Breida,RB,SF,1,24,24,32,50,4,54,54,4.9,20.4
260,Kendrick Bourne,WR,SF,1,25,25,33,0,4,0,4,0.0,0.0
261,Patrick Ricard,RB,BAL,1,19,19,30,0,5,5,5,0.0,0.0
